Created,9/24/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised,1/21/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State,Disability,Age 3,Age 4,Age 5,Age 3 to 5,American Indian or Alaska Native Age 3 to 5,Asian or Pacific Islander Age 3 to 5,Black (not Hispanic) Age 3 to 5,Hispanic Age 3 to 5,White (not Hispanic) Age 3 to 5,Age 3-5 Ethnicity Totals,Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 6 to 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 12 to 17,Age 18,Age 19,Age 20,Age 21,Age 18 to 21,Age 6 to 21,American Indian or Alaska Native Age 6 to 21,Asian or Pacific Islander Age 6 to 21,Black (not Hispanic) Age 6 to 21,Hispanic Age 6 to 21,White (not Hispanic) Age 6 to 21,Age 6-21 Ethnicity Totals,Age 22,Age 6 to 22,Age 3-21 Totals
2006,Delaware                                          ,Traumatic brain injury             ,         x,         x,         x,6,0,0,         x,         x,         x,6,0,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,0,0,9,32,0,         x,12,         x,16,32,0,32,38
2006,Delaware                                          ,Developmental delay                ,363,         x,         x,473,         x,         x,132,65,         x,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473
2006,Delaware                                          ,All disabilities                   ,542,763,908,"2,213",12,59,622,212,"1,308","2,213","1,090","1,205","1,390","1,421","1,460","1,415","7,981","1,467","1,406","1,450","1,465","1,378","1,185","8,351",523,193,89,16,821,"17,153",         x,         x,"6,739","1,467","8,732","17,153",0,"17,153","19,366"
2006,District of Columbia                              ,Mental retardation                 ,         x,         x,14,20,0,0,         x,         x,0,20,24,46,61,64,104,135,434,111,105,150,112,118,71,667,47,34,         x,         x,100,"1,201",0,0,"1,155",         x,         x,"1,201",0,0,"1,221"
2006,District of Columbia                              ,Hearing impairments                ,         x,         x,5,8,0,0,5,         x,         x,8,         x,         x,         x,         x,         x,         x,         x,5,5,         x,         x,         x,         x,         x,         x,0,         x,0,         x,53,0,0,42,         x,         x,53,0,0,61
2006,District of Columbia                              ,Speech or language impairments     ,43,93,140,276,0,         x,193,46,         x,276,136,145,115,97,         x,         x,         x,62,57,42,         x,29,         x,         x,         x,0,0,0,         x,872,0,         x,750,61,         x,872,0,0,"1,148"
2006,District of Columbia                              ,Visual impairments                 ,0,0,         x,         x,0,0,         x,         x,0,         x,         x,0,         x,         x,0,         x,         x,         x,         x,         x,         x,         x,         x,         x,0,0,         x,0,         x,23,0,0,         x,         x,0,23,0,0,         x
2006,District of Columbia                              ,Emotional disturbance              ,0,         x,         x,21,0,0,21,0,0,21,29,51,80,96,114,154,524,185,183,202,190,160,82,"1,002",36,12,6,0,54,"1,580",0,         x,"1,534",28,         x,"1,580",0,0,"1,601"
2006,District of Columbia                              ,Orthopedic impairments             ,         x,         x,         x,6,0,0,         x,         x,0,6,         x,0,         x,         x,0,         x,         x,         x,         x,5,7,         x,         x,         x,         x,         x,0,0,         x,         x,0,0,         x,         x,0,         x,0,0,         x
2006,District of Columbia                              ,Other health impairments           ,5,9,17,31,0,0,28,         x,         x,31,32,38,54,51,50,47,272,37,46,47,32,         x,         x,179,         x,         x,         x,         x,10,461,0,         x,400,         x,         x,461,0,0,492
2006,District of Columbia                              ,Specific learning disabilities     ,0,         x,         x,26,0,0,21,         x,         x,26,108,206,332,419,484,546,"2,095",553,515,489,519,474,226,"2,776",77,29,         x,         x,116,"4,987",         x,         x,"4,440",355,173,"4,987",0,0,"5,013"
2006,District of Columbia                              ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,         x,0,         x,         x,0,0,         x,0,         x,         x,0,0,         x,0,0,         x,0,0,         x
2006,District of Columbia                              ,Multiple disabilities              ,11,23,22,56,0,0,44,         x,         x,56,28,56,60,86,87,84,401,77,64,61,50,55,25,332,22,12,         x,         x,41,774,0,5,696,43,30,774,0,0,830
2006,District of Columbia                              ,Autism                             ,18,18,24,60,0,         x,49,         x,         x,60,         x,         x,26,29,         x,         x,         x,22,         x,13,20,         x,         x,         x,6,         x,         x,0,15,219,0,         x,182,         x,         x,219,0,0,279
2006,District of Columbia                              ,Traumatic brain injury             ,0,0,         x,         x,0,0,         x,0,0,         x,0,         x,         x,0,0,         x,         x,         x,         x,         x,         x,         x,         x,         x,0,         x,0,0,         x,         x,0,0,         x,0,0,         x,0,0,18
2006,District of Columbia                              ,Developmental delay                ,         x,         x,98,246,0,         x,209,22,         x,246,81,32,         x,         x,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,130,0,         x,120,         x,6,130,0,130,376
2006,District of Columbia                              ,All disabilities                   ,159,227,368,754,0,         x,596,91,         x,754,462,600,754,861,943,"1,060","4,680","1,059",994,"1,017",964,866,431,"5,331",197,97,47,7,348,"10,359",         x,         x,"9,394",588,340,"10,359",0,0,"11,113"
2006,Florida                                           ,Mental retardation                 ,133,218,565,916,         x,         x,339,199,354,916,"1,267","1,556","1,800","2,002","2,200","2,413","11,238","2,635","2,833","3,100","3,232","3,452","3,390","18,642","2,282","1,327",991,843,"5,443","35,323",65,392,"16,101","6,269","12,496","35,323",120,"35,443","36,239"
2006,Florida                                           ,Hearing impairments                ,83,113,157,353,         x,         x,60,85,193,353,222,217,265,250,288,281,"1,523",316,290,306,325,312,325,"1,874",174,50,21,11,256,"3,653",7,78,884,986,"1,698","3,653",         x,         x,"4,006"
2006,Florida                                           ,Speech or language impairments     ,"2,049","4,393","8,272","14,714",38,244,"2,693","2,671","9,068","14,714","13,429","14,296","12,975","10,921","8,182","5,451","65,254","4,023","3,140","2,350","1,839","1,434","1,100","13,886",415,89,32,19,555,"79,695",239,"1,406","19,426","14,412","44,212","79,695",0,"79,695","94,409"
2006,Florida                                           ,Visual impairments                 ,24,48,63,135,0,0,         x,         x,96,135,70,79,83,103,72,96,503,94,97,94,106,93,83,567,35,         x,9,         x,67,"1,137",         x,         x,247,226,636,"1,137",         x,         x,"1,272"
2006,Florida                                           ,Emotional disturbance              ,         x,         x,210,270,         x,         x,88,35,144,270,695,"1,053","1,452","1,828","2,130","2,408","9,566","2,917","3,493","3,937","4,186","3,894","3,110","21,537","1,349",395,238,210,"2,192","33,295",90,61,"13,551","4,275","15,318","33,295",         x,"33,302","33,565"
2006,Florida                                           ,Orthopedic impairments             ,95,168,207,470,         x,         x,96,129,235,470,314,300,298,299,305,281,"1,797",265,278,325,294,281,283,"1,726",162,104,48,62,376,"3,899",10,66,827,775,"2,221","3,899",9,"3,908","4,369"
2006,Florida                                           ,Other health impairments           ,108,153,317,578,0,         x,         x,113,353,578,679,984,"1,298","1,714","1,896","2,019","8,590","2,163","2,138","2,078","2,067","1,763","1,414","11,623",504,135,56,32,727,"20,940",72,146,"4,109","3,910","12,703","20,940",         x,         x,"21,518"
2006,Florida                                           ,Specific learning disabilities     ,22,148,573,743,0,9,151,368,215,743,"2,295","4,818","8,479","12,016","14,960","17,554","60,122","18,519","18,757","18,546","19,147","18,193","15,327","108,489","6,380","1,205",420,323,"8,328","176,939",510,"1,223","43,818","43,449","87,939","176,939",15,"176,954","177,682"
2006,Florida                                           ,Deaf-blindness                     ,0,         x,0,         x,0,0,         x,0,         x,         x,         x,5,         x,5,         x,6,22,7,         x,7,0,         x,6,28,         x,         x,6,         x,12,62,0,         x,         x,15,34,62,0,62,         x
2006,Florida                                           ,Multiple disabilities              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Florida                                           ,Autism                             ,402,544,853,"1,799",6,66,288,532,907,"1,799","1,080",982,941,875,750,776,"5,404",657,669,568,477,396,301,"3,068",252,154,118,105,629,"9,101",27,267,"1,769","2,239","4,799","9,101",17,"9,118","10,900"
2006,Florida                                           ,Traumatic brain injury             ,         x,         x,13,         x,0,0,         x,         x,         x,         x,         x,24,         x,36,         x,38,174,47,         x,61,68,         x,70,361,         x,17,10,         x,66,601,         x,         x,         x,110,306,601,         x,         x,         x
2006,Florida                                           ,Developmental delay                ,"3,692","5,526","4,425","13,643",27,237,"3,924","3,460","5,995","13,643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,643"
2006,Florida                                           ,All disabilities                   ,"6,620","11,369","15,655","33,644",80,602,"7,769","7,619","17,574","33,644","20,064","24,314","27,614","30,049","30,829","31,323","164,193","31,643","31,762","31,372","31,741","29,874","25,409","181,801","11,588","3,495","1,949","1,619","18,651","364,645","1,026","3,670","100,921","76,666","182,362","364,645",174,"364,819","398,289"
2006,Georgia                                           ,Mental retardation                 ,37,58,309,404,0,6,218,36,144,404,650,928,"1,291","1,374","1,550","1,744","7,537","1,905","2,125","2,418","2,577","2,514","2,351","13,890","1,499",587,397,200,"2,683","24,110",20,246,"14,650","1,309","7,885","24,110",0,"24,110","24,514"
2006,Georgia                                           ,Hearing impairments                ,36,40,104,180,0,7,52,23,98,180,95,136,153,131,141,137,793,118,159,120,140,117,93,747,58,22,         x,         x,91,"1,631",         x,         x,603,207,771,"1,631",0,"1,631","1,811"
2006,Georgia                                           ,Speech or language impairments     ,"1,376","3,221","5,772","10,369",9,125,"2,918",577,"6,740","10,369","7,944","7,932","6,715","4,780","3,132","1,877","32,380","1,170",737,458,255,178,117,"2,915",41,         x,         x,         x,53,"35,348",51,735,"11,488","2,863","20,211","35,348",0,"35,348","45,717"
2006,Georgia                                           ,Visual impairments                 ,12,17,33,62,0,         x,15,         x,39,62,         x,56,57,         x,59,69,         x,54,44,50,46,         x,         x,         x,         x,10,         x,         x,         x,647,         x,         x,223,33,370,647,0,647,709
2006,Georgia                                           ,Emotional disturbance              ,         x,         x,165,178,0,0,         x,         x,99,178,421,824,"1,164","1,413","1,777","2,019","7,618","2,313","2,620","2,757","2,583","2,172","1,482","13,927",581,118,37,6,742,"22,287",40,93,"10,920",533,"10,701","22,287",0,"22,287","22,465"
2006,Georgia                                           ,Orthopedic impairments             ,12,17,38,67,0,         x,13,         x,43,67,80,74,86,93,81,71,485,111,82,77,84,68,48,470,40,7,9,5,61,"1,016",         x,         x,308,63,620,"1,016",0,"1,016","1,083"
2006,Georgia                                           ,Other health impairments           ,37,57,173,267,0,         x,62,         x,190,267,507,"1,085","1,783","2,252","2,531","2,775","10,933","2,706","2,630","2,629","2,520","2,184","1,656","14,325",627,112,25,8,772,"26,030",46,172,"8,467",908,"16,437","26,030",0,"26,030","26,297"
2006,Georgia                                           ,Specific learning disabilities     ,         x,         x,82,89,0,         x,41,         x,35,89,429,"1,513","2,849","4,090","4,852","5,329","19,062","5,897","5,901","5,813","5,793","5,400","4,443","33,247","1,791",242,36,9,"2,078","54,387",78,535,"20,916","5,323","27,535","54,387",0,"54,387","54,476"
2006,Georgia                                           ,Deaf-blindness                     ,         x,0,         x,         x,0,0,0,0,         x,         x,         x,         x,0,         x,         x,0,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,0,0,         x,22,0,         x,5,         x,10,22,0,22,         x
2006,Georgia                                           ,Multiple disabilities              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Georgia                                           ,Autism                             ,119,163,353,635,0,25,205,47,358,635,551,678,662,716,650,669,"3,926",571,506,483,406,349,270,"2,585",142,83,40,39,304,"6,815",5,209,"2,339",303,"3,959","6,815",0,"6,815","7,450"
2006,Georgia                                           ,Traumatic brain injury             ,6,         x,         x,         x,0,         x,         x,0,         x,         x,         x,         x,22,         x,         x,39,         x,         x,         x,         x,         x,69,49,         x,23,11,5,5,44,471,         x,         x,195,         x,241,471,0,471,         x
2006,Georgia                                           ,Developmental delay                ,"1,953","2,940","3,248","8,141",12,186,"3,247",745,"3,951","8,141","2,438","1,198",0,0,0,0,"3,636",0,0,0,0,0,0,0,0,0,0,0,0,"3,636",         x,         x,"1,599",272,"1,703","3,636",0,"3,636","11,777"
2006,Georgia                                           ,All disabilities                   ,"3,593","6,533","10,284","20,410",21,359,"6,848","1,471","11,711","20,410","13,161","14,442","14,782","14,925","14,812","14,729","86,851","14,881","14,845","14,852","14,450","13,106","10,548","82,682","4,823","1,200",566,278,"6,867","176,400",250,"2,146","71,713","11,848","90,443","176,400",0,"176,400","196,810"
2006,Guam                                              ,Mental retardation                 ,0,         x,         x,         x,0,         x,0,0,0,         x,0,         x,5,5,5,         x,23,8,         x,         x,9,8,9,51,         x,         x,         x,0,9,83,0,80,         x,         x,0,83,         x,         x,         x
2006,Guam                                              ,Hearing impairments                ,         x,         x,         x,7,0,         x,0,0,0,7,         x,         x,         x,         x,6,         x,         x,5,         x,         x,         x,         x,         x,         x,0,         x,0,0,         x,48,0,48,0,0,0,48,0,         x,55
2006,Guam                                              ,Speech or language impairments     ,         x,         x,14,27,0,         x,0,         x,0,27,47,45,37,30,         x,         x,         x,11,10,         x,         x,         x,0,         x,         x,0,0,0,         x,220,0,215,0,0,5,220,0,         x,247
2006,Guam                                              ,Visual impairments                 ,0,0,0,0,0,0,0,0,0,0,0,         x,0,         x,         x,0,5,         x,         x,0,         x,0,0,6,0,0,0,0,0,11,0,11,0,0,0,11,0,11,11
2006,Guam                                              ,Emotional disturbance              ,0,0,0,0,0,0,0,0,0,0,         x,         x,         x,         x,         x,         x,         x,         x,6,10,8,         x,8,         x,         x,         x,         x,         x,8,83,0,         x,0,0,         x,83,0,         x,83
2006,Guam                                              ,Orthopedic impairments             ,         x,         x,0,         x,0,         x,0,0,0,         x,         x,         x,         x,         x,         x,         x,17,         x,         x,         x,         x,         x,0,14,0,0,0,0,0,31,0,         x,         x,0,0,31,0,         x,         x
2006,Guam                                              ,Other health impairments           ,         x,         x,         x,         x,0,         x,0,0,0,         x,8,         x,8,         x,10,16,57,14,6,         x,         x,10,12,58,         x,         x,0,0,7,122,0,         x,0,0,         x,122,0,122,         x
2006,Guam                                              ,Specific learning disabilities     ,0,0,0,0,0,0,0,0,0,0,         x,         x,26,47,71,118,282,143,169,182,205,195,146,"1,040",103,45,         x,         x,181,"1,503",         x,"1,482",         x,         x,16,"1,503",7,"1,510","1,503"
2006,Guam                                              ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,0,         x,0,0,0,         x,0,         x,0,0,0,0,0,0,0,0,0,0,0,0,         x,0,         x,0,0,0,         x,0,         x,         x
2006,Guam                                              ,Multiple disabilities              ,         x,         x,         x,7,0,         x,0,0,0,7,         x,7,5,7,         x,         x,         x,         x,         x,7,         x,5,         x,         x,         x,         x,         x,0,         x,55,0,53,0,         x,         x,55,         x,         x,62
2006,Guam                                              ,Autism                             ,         x,         x,14,27,0,         x,0,0,0,27,9,5,         x,12,6,         x,43,         x,         x,5,0,         x,         x,17,0,0,0,0,0,60,0,         x,0,0,         x,60,0,60,87
2006,Guam                                              ,Traumatic brain injury             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,         x,         x,0,0,0,0,0,         x,         x,0,0,0,0,0,         x,0,         x,0,0,0,         x,0,         x,         x
2006,Guam                                              ,Developmental delay                ,25,23,22,70,0,70,0,0,0,70,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,         x,0,0,0,7,0,7,77
2006,Guam                                              ,All disabilities                   ,44,45,63,152,0,         x,0,         x,0,152,92,88,105,119,132,167,703,202,210,235,245,234,186,"1,312",121,54,23,15,213,"2,228",         x,"2,191",         x,6,27,"2,228",11,"2,239","2,380"
2006,Hawaii                                            ,Mental retardation                 ,         x,         x,11,18,0,13,0,         x,         x,18,25,34,59,85,106,135,444,136,159,147,172,153,166,933,82,33,13,0,128,"1,505",         x,"1,302",         x,41,136,"1,505",0,"1,505","1,523"
2006,Hawaii                                            ,Hearing impairments                ,14,19,20,53,         x,41,         x,5,         x,53,28,29,22,15,22,36,152,28,27,26,25,25,25,156,         x,         x,         x,0,9,317,         x,274,         x,         x,         x,317,0,317,370
2006,Hawaii                                            ,Speech or language impairments     ,         x,         x,107,175,0,95,11,13,56,175,186,129,138,89,         x,         x,         x,30,19,         x,13,14,         x,         x,         x,         x,0,0,         x,775,         x,508,         x,38,194,775,0,775,950
2006,Hawaii                                            ,Visual impairments                 ,         x,         x,5,11,0,         x,0,0,         x,11,10,         x,         x,6,         x,10,         x,         x,5,         x,         x,         x,         x,         x,         x,0,0,0,         x,67,         x,         x,         x,         x,14,67,0,67,78
2006,Hawaii                                            ,Emotional disturbance              ,5,7,7,19,0,11,         x,0,         x,19,25,40,43,73,124,139,444,147,177,233,281,313,303,"1,454",91,13,         x,         x,106,"2,004",         x,"1,497",53,71,         x,"2,004",0,"2,004","2,023"
2006,Hawaii                                            ,Orthopedic impairments             ,8,         x,         x,19,0,13,0,         x,         x,19,8,9,         x,         x,         x,8,         x,         x,6,6,         x,         x,7,         x,         x,0,0,0,         x,76,0,56,         x,0,         x,76,0,76,95
2006,Hawaii                                            ,Other health impairments           ,27,26,42,95,         x,71,         x,         x,18,95,80,124,175,221,212,249,"1,061",283,244,273,263,198,158,"1,419",30,         x,         x,0,40,"2,520",24,"1,799",91,87,519,"2,520",0,"2,520","2,615"
2006,Hawaii                                            ,Specific learning disabilities     ,0,         x,         x,18,0,14,0,         x,         x,18,93,269,472,710,704,790,"3,038",853,908,944,"1,054","1,112",946,"5,817",182,         x,         x,         x,206,"9,061",59,"7,152",226,353,"1,271","9,061",0,"9,061","9,079"
2006,Hawaii                                            ,Deaf-blindness                     ,         x,0,0,         x,0,         x,0,0,0,         x,         x,0,         x,0,0,0,         x,         x,0,0,0,0,0,         x,0,0,0,0,0,         x,0,         x,0,0,0,         x,0,         x,5
2006,Hawaii                                            ,Multiple disabilities              ,17,23,24,64,0,         x,0,0,         x,64,20,19,21,38,35,37,170,19,24,29,25,26,18,141,20,         x,         x,0,37,348,         x,282,         x,10,47,348,0,348,412
2006,Hawaii                                            ,Autism                             ,46,48,65,159,0,100,7,11,41,159,76,68,98,77,71,72,462,75,61,76,56,49,44,361,27,         x,         x,0,36,859,6,576,17,29,231,859,0,859,"1,018"
2006,Hawaii                                            ,Traumatic brain injury             ,0,         x,         x,         x,0,         x,         x,0,         x,         x,         x,         x,         x,         x,6,         x,         x,         x,6,6,7,8,         x,         x,         x,0,         x,0,6,         x,         x,56,0,0,         x,         x,0,         x,70
2006,Hawaii                                            ,Developmental delay                ,537,654,632,"1,823",16,"1,377",90,77,263,"1,823",452,382,204,0,0,0,"1,038",0,0,0,0,0,0,0,0,0,0,0,0,"1,038",9,823,41,34,131,"1,038",0,"1,038","2,861"
2006,Hawaii                                            ,All disabilities                   ,689,834,936,"2,459",18,"1,807",115,113,406,"2,459","1,008","1,108","1,244","1,321","1,358","1,545","7,584","1,584","1,636","1,757","1,908","1,909","1,688","10,482",445,97,         x,         x,574,"18,640",136,"14,378",492,669,"2,965","18,640",0,"18,640","21,099"
2006,Idaho                                             ,Mental retardation                 ,         x,         x,6,13,0,0,0,         x,         x,13,39,48,81,109,154,154,585,157,184,161,159,158,169,988,115,62,         x,         x,214,"1,787",38,21,25,299,"1,404","1,787",0,"1,787","1,800"
2006,Idaho                                             ,Hearing impairments                ,16,18,12,46,         x,         x,         x,8,34,46,23,19,18,16,14,25,115,15,25,23,18,15,23,119,6,         x,         x,0,13,247,         x,5,         x,35,201,247,0,247,293
2006,Idaho                                             ,Speech or language impairments     ,267,506,707,"1,480",         x,28,         x,131,"1,286","1,480",851,806,796,689,540,394,"4,076",265,207,196,124,81,74,947,         x,0,         x,0,31,"5,054",64,65,58,730,"4,137","5,054",0,"5,054","6,534"
2006,Idaho                                             ,Visual impairments                 ,         x,5,         x,13,0,0,0,         x,         x,13,         x,9,9,8,7,         x,         x,         x,16,         x,8,         x,5,         x,         x,0,         x,0,6,96,         x,         x,         x,         x,         x,96,0,96,109
2006,Idaho                                             ,Emotional disturbance              ,0,         x,         x,         x,0,0,         x,0,         x,         x,9,33,69,86,105,118,420,145,146,163,173,151,116,894,52,7,         x,         x,63,"1,377",32,5,30,78,"1,232","1,377",0,"1,377",         x
2006,Idaho                                             ,Orthopedic impairments             ,14,         x,         x,29,0,0,0,7,22,29,         x,         x,8,7,11,9,         x,13,10,8,11,         x,         x,         x,         x,         x,0,0,         x,102,         x,0,         x,13,85,102,0,102,131
2006,Idaho                                             ,Other health impairments           ,7,12,24,43,         x,0,         x,         x,39,43,47,101,116,190,224,217,895,248,242,248,214,209,164,"1,325",65,17,         x,         x,87,"2,307",56,22,42,152,"2,035","2,307",0,"2,307","2,350"
2006,Idaho                                             ,Specific learning disabilities     ,0,0,13,13,         x,0,0,         x,9,13,97,331,570,828,978,998,"3,802",987,"1,030","1,025","1,110","1,092",917,"6,161",413,60,11,0,484,"10,447",268,60,136,"1,714","8,269","10,447",0,"10,447","10,460"
2006,Idaho                                             ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,0,0,0,0,         x,0,         x,         x,         x,0,         x,0,0,         x,         x,0,0,         x,0,         x,8,0,0,0,         x,         x,8,0,8,8
2006,Idaho                                             ,Multiple disabilities              ,14,8,14,36,         x,0,         x,5,29,36,12,22,32,35,31,41,173,29,46,44,45,43,36,243,28,23,         x,         x,74,490,         x,         x,9,57,415,490,0,490,526
2006,Idaho                                             ,Autism                             ,13,17,48,78,         x,         x,0,8,67,78,62,85,88,65,91,104,495,97,68,101,83,75,41,465,17,8,         x,         x,33,993,16,16,12,52,897,993,0,993,"1,071"
2006,Idaho                                             ,Traumatic brain injury             ,         x,         x,         x,         x,0,0,0,0,         x,         x,         x,         x,6,         x,11,12,38,11,16,12,11,22,20,92,         x,         x,0,0,6,136,6,         x,         x,17,108,136,0,136,         x
2006,Idaho                                             ,Developmental delay                ,549,815,762,"2,126",48,34,26,338,"1,680","2,126",605,453,314,134,0,0,"1,506",0,0,0,0,0,0,0,0,0,0,0,0,"1,506",35,15,18,260,"1,178","1,506",0,"1,506","3,632"
2006,Idaho                                             ,All disabilities                   ,891,"1,398","1,600","3,889",80,65,39,506,"3,199","3,889","1,759","1,915","2,107","2,173","2,166","2,080","12,200","1,972","1,990","1,989","1,956","1,855","1,573","11,335",737,183,84,11,"1,015","24,550",528,214,340,"3,419","20,049","24,550",0,"24,550","28,439"
2006,Illinois                                          ,Mental retardation                 ,52,82,263,397,         x,         x,92,90,200,397,901,"1,193","1,372","1,416","1,585","1,908","8,375","2,122","2,275","2,334","2,398","2,414","2,187","13,730","1,715",933,682,170,"3,500","25,605",40,478,"10,635","3,859","10,593","25,605",0,"25,605","26,002"
2006,Illinois                                          ,Hearing impairments                ,90,121,171,382,         x,         x,56,79,230,382,200,268,279,283,329,308,"1,667",327,323,319,278,272,289,"1,808",128,43,         x,         x,184,"3,659",5,131,672,762,"2,089","3,659",0,"3,659","4,041"
2006,Illinois                                          ,Speech or language impairments     ,"3,895","6,443","9,150","19,488",44,379,"1,894","2,715","14,456","19,488","11,395","10,867","9,669","7,326","5,347","3,371","47,975","2,153","1,282",717,448,322,251,"5,173",98,         x,         x,0,118,"53,266",108,"1,323","8,022","7,942","35,871","53,266",0,"53,266","72,754"
2006,Illinois                                          ,Visual impairments                 ,25,34,53,112,0,         x,13,         x,87,112,         x,89,         x,77,86,86,         x,86,88,         x,79,         x,84,         x,38,         x,         x,         x,         x,"1,026",         x,         x,208,160,617,"1,026",0,"1,026","1,138"
2006,Illinois                                          ,Emotional disturbance              ,20,39,147,206,0,         x,45,         x,129,206,438,749,"1,028","1,301","1,543","1,876","6,935","2,337","2,875","3,261","3,659","3,882","3,144","19,158","1,416",384,118,16,"1,934","28,027",51,219,"9,925","2,664","15,168","28,027",0,"28,027","28,233"
2006,Illinois                                          ,Orthopedic impairments             ,90,102,126,318,0,15,36,53,214,318,152,160,171,161,155,175,974,153,179,151,145,161,137,926,79,46,30,7,162,"2,062",         x,         x,424,362,"1,227","2,062",0,"2,062","2,380"
2006,Illinois                                          ,Other health impairments           ,204,224,406,834,         x,         x,92,79,643,834,955,"1,317","1,497","1,841","2,008","2,184","9,802","2,327","2,367","2,273","2,224","2,039","1,687","12,917",726,111,35,13,885,"23,604",40,230,"3,130","1,546","18,658","23,604",0,"23,604","24,438"
2006,Illinois                                          ,Specific learning disabilities     ,59,95,809,963,         x,         x,213,239,482,963,"2,658","4,572","7,587","9,999","11,606","12,779","49,201","13,991","14,453","14,893","14,793","14,133","12,266","84,529","6,013",888,193,24,"7,118","140,848",220,"1,498","34,283","27,355","77,492","140,848",0,"140,848","141,811"
2006,Illinois                                          ,Deaf-blindness                     ,         x,         x,0,         x,0,0,         x,0,         x,         x,         x,0,0,         x,         x,         x,         x,         x,0,         x,8,         x,         x,         x,0,0,         x,0,         x,27,         x,0,5,         x,20,27,0,27,         x
2006,Illinois                                          ,Multiple disabilities              ,79,65,80,224,0,7,43,50,124,224,134,106,109,116,108,90,663,94,95,92,84,         x,         x,487,42,28,29,6,105,"1,255",         x,         x,198,169,857,"1,255",0,"1,255","1,479"
2006,Illinois                                          ,Autism                             ,304,360,557,"1,221",8,69,146,126,872,"1,221",945,940,886,831,783,811,"5,196",810,714,666,599,462,409,"3,660",261,135,126,20,542,"9,398",15,428,"1,623",941,"6,391","9,398",0,"9,398","10,619"
2006,Illinois                                          ,Traumatic brain injury             ,         x,         x,18,         x,0,0,         x,7,         x,         x,         x,32,         x,         x,         x,         x,         x,         x,76,         x,75,94,90,         x,59,32,         x,         x,110,834,         x,         x,274,         x,412,834,0,834,         x
2006,Illinois                                          ,Developmental delay                ,"3,837","5,184","3,941","12,962",23,380,"2,404","2,827","7,328","12,962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,962"
2006,Illinois                                          ,All disabilities                   ,"8,669","12,762","15,721","37,152",81,930,"5,044","6,304","24,793","37,152","17,874","20,293","22,711","23,408","23,605","23,641","131,532","24,463","24,727","24,849","24,790","23,923","20,598","143,350","10,575","2,641","1,250",263,"14,729","289,611",490,"4,430","69,399","45,897","169,395","289,611",0,"289,611","326,763"
2006,Indiana                                           ,Mental retardation                 ,144,212,620,976,0,6,211,81,678,976,848,"1,094","1,251","1,324","1,443","1,562","7,522","1,664","1,848","1,811","1,942","1,851","1,759","10,875","1,241",493,216,140,"2,090","20,487",32,72,"5,427",914,"14,042","20,487",0,0,"21,463"
2006,Indiana                                           ,Hearing impairments                ,76,61,107,244,         x,         x,14,17,209,244,129,155,142,157,180,175,938,182,144,181,164,157,147,975,87,23,5,0,115,"2,028",5,40,205,99,"1,679","2,028",0,0,"2,272"
2006,Indiana                                           ,Speech or language impairments     ,"2,548","3,945","6,012","12,505",28,115,997,583,"10,782","12,505","7,635","8,289","7,672","5,783","3,894","2,295","35,568","1,217",664,360,200,134,88,"2,663",44,11,         x,         x,58,"38,289",72,301,"3,231","1,524","33,161","38,289",0,0,"50,794"
2006,Indiana                                           ,Visual impairments                 ,23,22,49,94,0,         x,11,         x,76,94,         x,         x,61,74,75,67,         x,59,61,83,72,         x,         x,         x,35,12,         x,         x,         x,844,         x,         x,104,39,691,844,0,0,938
2006,Indiana                                           ,Emotional disturbance              ,         x,         x,79,90,0,0,         x,         x,70,90,191,389,579,721,956,"1,236","4,072","1,360","1,628","1,798","1,877","1,751","1,369","9,783",702,149,32,23,906,"14,761",47,22,"2,730",265,"11,697","14,761",0,0,"14,851"
