year,state,disability,total_6to21,aian,api,black,hisp,white,total_ethnicity
2005,Missouri,Emotional disturbance,8327,29,17,2689,105,5487,8327
2005,Missouri,Orthopedic impairments,577,0,10,82,11,474,577
2005,Missouri,Other health impairments,14336,47,62,2314,155,11758,14336
2005,Missouri,Specific learning disabilities,52260,188,226,12107,1107,38632,52260
2005,Missouri,Deaf-blindness,26,0,0,6,0,20,26
2005,Missouri,Multiple disabilities,1095,NA,17,281,NA,779,1095
2005,Missouri,Autism,3653,11,74,562,69,2937,3653
2005,Missouri,Traumatic brain injury,416,NA,NA,96,NA,307,416
2005,Missouri,Developmental delay,511,NA,NA,119,14,369,511
2005,Missouri,All disabilities,127936,447,887,27167,2442,96993,127936
2005,Montana,Mental retardation,1027,173,11,17,33,793,1027
2005,Montana,Hearing impairments,174,16,NA,NA,8,146,174
2005,Montana,Speech or language impairments,3555,434,41,52,102,2926,3555
2005,Montana,Visual impairments,NA,NA,NA,0,0,NA,NA
2005,Montana,Emotional disturbance,1026,137,NA,NA,27,835,1026
2005,Montana,Orthopedic impairments,61,NA,0,NA,NA,51,61
2005,Montana,Other health impairments,1669,161,10,34,37,1427,1669
2005,Montana,Specific learning disabilities,8826,1517,48,82,243,6936,8826
2005,Montana,Deaf-blindness,NA,0,0,0,NA,NA,NA
2005,Montana,Multiple disabilities,568,52,NA,NA,14,493,568
2005,Montana,Autism,297,15,NA,NA,NA,272,297
2005,Montana,Traumatic brain injury,74,13,0,NA,NA,58,74
2005,Montana,Developmental delay,0,0,0,0,0,0,0
2005,Montana,All disabilities,17334,2535,125,222,472,13980,17334
2005,Nebraska,Mental retardation,5227,145,56,612,538,3876,5227
2005,Nebraska,Hearing impairments,606,7,17,45,65,472,606
2005,Nebraska,Speech or language impairments,10304,162,173,648,1067,8254,10304
2005,Nebraska,Visual impairments,215,NA,NA,10,13,183,215
2005,Nebraska,Emotional disturbance,2317,103,16,456,86,1656,2317
2005,Nebraska,Orthopedic impairments,394,NA,NA,26,21,337,394
2005,Nebraska,Other health impairments,4497,75,31,480,193,3718,4497
2005,Nebraska,Specific learning disabilities,14696,434,126,1110,1618,11408,14696
2005,Nebraska,Deaf-blindness,8,0,NA,0,0,NA,8
2005,Nebraska,Multiple disabilities,341,NA,NA,23,25,286,341
2005,Nebraska,Autism,834,7,16,52,39,720,834
2005,Nebraska,Traumatic brain injury,215,NA,NA,16,15,NA,215
2005,Nebraska,Developmental delay,920,43,9,41,96,731,920
2005,Nebraska,All disabilities,40574,990,466,3519,3776,31823,40574
2005,Nevada,Mental retardation,1996,40,119,385,589,863,1996
2005,Nevada,Hearing impairments,495,13,45,43,174,220,495
2005,Nevada,Speech or language impairments,6660,146,360,623,1807,3724,6660
2005,Nevada,Visual impairments,164,NA,NA,NA,NA,NA,164
2005,Nevada,Emotional disturbance,2132,50,47,469,215,1351,2132
2005,Nevada,Orthopedic impairments,339,NA,NA,33,91,198,339
2005,Nevada,Other health impairments,2754,47,58,353,394,1902,2754
2005,Nevada,Specific learning disabilities,25294,688,685,4390,7860,11671,25294
2005,Nevada,Deaf-blindness,7,0,0,NA,NA,NA,7
2005,Nevada,Multiple disabilities,901,19,51,133,247,451,901
2005,Nevada,Autism,1357,14,124,150,234,835,1357
2005,Nevada,Traumatic brain injury,203,6,11,31,55,100,203
2005,Nevada,Developmental delay,0,0,0,0,0,0,0
2005,Nevada,All disabilities,42302,1027,1523,6635,11713,21404,42302
2005,New Hampshire,Mental retardation,934,NA,NA,29,38,851,934
2005,New Hampshire,Hearing impairments,261,NA,8,NA,8,238,261
2005,New Hampshire,Speech or language impairments,4705,17,52,68,107,4461,4705
2005,New Hampshire,Visual impairments,108,0,NA,NA,NA,99,108
2005,New Hampshire,Emotional disturbance,2570,NA,NA,26,37,2494,2570
2005,New Hampshire,Orthopedic impairments,87,NA,NA,0,NA,83,87
2005,New Hampshire,Other health impairments,4655,13,15,61,91,4475,4655
2005,New Hampshire,Specific learning disabilities,13267,54,62,170,352,12629,13267
2005,New Hampshire,Deaf-blindness,NA,0,0,0,0,NA,NA
2005,New Hampshire,Multiple disabilities,358,NA,5,NA,11,336,358
2005,New Hampshire,Autism,793,7,9,6,13,758,793
2005,New Hampshire,Traumatic brain injury,NA,0,0,NA,NA,NA,NA
2005,New Hampshire,Developmental delay,1076,NA,NA,16,27,1022,1076
2005,New Hampshire,All disabilities,28880,109,181,389,692,27509,28880
2005,New Jersey,Mental retardation,6276,23,208,2432,1608,2005,6276
2005,New Jersey,Hearing impairments,1646,NA,NA,269,343,911,1646
2005,New Jersey,Speech or language impairments,45978,74,2228,5808,7070,30798,45978
2005,New Jersey,Visual impairments,392,NA,NA,66,NA,253,392
2005,New Jersey,Emotional disturbance,12178,16,137,4334,1845,5846,12178
2005,New Jersey,Orthopedic impairments,562,0,37,69,74,382,562
2005,New Jersey,Other health impairments,23040,30,441,3874,2776,15919,23040
2005,New Jersey,Specific learning disabilities,104134,180,1796,22235,19616,60307,104134
2005,New Jersey,Deaf-blindness,38,0,NA,10,NA,18,38
2005,New Jersey,Multiple disabilities,27703,49,700,8593,4657,13704,27703
2005,New Jersey,Autism,6698,10,522,963,748,4455,6698
2005,New Jersey,Traumatic brain injury,1411,NA,NA,534,213,618,1411
2005,New Jersey,Developmental delay,0,0,0,0,0,0,0
2005,New Jersey,All disabilities,230056,390,6243,49187,39020,135216,230056
2005,New Mexico,Mental retardation,1724,215,16,67,997,429,1724
2005,New Mexico,Hearing impairments,543,70,9,9,309,146,543
2005,New Mexico,Speech or language impairments,8557,924,80,206,4749,2598,8557
2005,New Mexico,Visual impairments,170,33,NA,NA,80,NA,170
2005,New Mexico,Emotional disturbance,2660,304,12,116,1194,1034,2660
2005,New Mexico,Orthopedic impairments,192,10,NA,NA,109,62,192
2005,New Mexico,Other health impairments,3127,248,16,92,1389,1382,3127
2005,New Mexico,Specific learning disabilities,22389,3000,103,764,12568,5954,22389
2005,New Mexico,Deaf-blindness,22,5,NA,NA,10,NA,22
2005,New Mexico,Multiple disabilities,947,170,8,21,431,317,947
2005,New Mexico,Autism,494,32,11,22,160,269,494
2005,New Mexico,Traumatic brain injury,203,21,NA,NA,111,66,203
2005,New Mexico,Developmental delay,2853,360,24,84,1651,734,2853
2005,New Mexico,All disabilities,43881,5392,286,1396,23758,13049,43881
2005,New York,Mental retardation,13964,88,493,4550,3159,5674,13964
2005,New York,Hearing impairments,4748,24,302,924,1246,2252,4748
2005,New York,Speech or language impairments,73241,358,2890,15284,21803,32906,73241
2005,New York,Visual impairments,1398,12,68,307,276,735,1398
2005,New York,Emotional disturbance,39105,332,442,15301,7954,15076,39105
2005,New York,Orthopedic impairments,2532,12,119,506,470,1425,2532
2005,New York,Other health impairments,44792,182,659,6204,4074,33673,44792
2005,New York,Specific learning disabilities,174692,1197,3673,40411,37717,91694,174692
2005,New York,Deaf-blindness,13,0,NA,NA,0,10,13
2005,New York,Multiple disabilities,21064,95,592,4063,2925,13389,21064
2005,New York,Autism,12257,54,565,2280,1658,7700,12257
2005,New York,Traumatic brain injury,1319,7,NA,NA,158,864,1319
2005,New York,Developmental delay,0,0,0,0,0,0,0
2005,New York,All disabilities,389125,2361,9837,90089,81440,205398,389125
2005,North Carolina,Mental retardation,25453,784,165,14763,1157,8584,25453
2005,North Carolina,Hearing impairments,2069,28,45,629,217,1150,2069
2005,North Carolina,Speech or language impairments,29454,683,405,7729,1644,18993,29454
2005,North Carolina,Visual impairments,664,NA,NA,214,34,407,664
2005,North Carolina,Emotional disturbance,9589,92,18,5312,151,4016,9589
2005,North Carolina,Orthopedic impairments,993,12,15,245,53,668,993
2005,North Carolina,Other health impairments,25473,302,102,7860,577,16632,25473
2005,North Carolina,Specific learning disabilities,64535,1021,568,20555,5038,37353,64535
2005,North Carolina,Deaf-blindness,39,0,0,NA,NA,24,39
2005,North Carolina,Multiple disabilities,1793,25,25,580,98,1065,1793
2005,North Carolina,Autism,5564,24,92,1725,169,3554,5564
2005,North Carolina,Traumatic brain injury,507,NA,NA,NA,NA,283,507
2005,North Carolina,Developmental delay,6144,82,51,2695,446,2870,6144
2005,North Carolina,All disabilities,172277,3059,1497,62508,9614,95599,172277
2005,North Dakota,Mental retardation,966,108,7,21,25,805,966
2005,North Dakota,Hearing impairments,122,11,0,NA,NA,106,122
2005,North Dakota,Speech or language impairments,3375,326,25,42,66,2916,3375
2005,North Dakota,Visual impairments,NA,NA,NA,0,0,NA,NA
2005,North Dakota,Emotional disturbance,1125,139,NA,31,NA,929,1125
2005,North Dakota,Orthopedic impairments,119,NA,0,0,NA,114,119
2005,North Dakota,Other health impairments,1262,104,6,24,10,1118,1262
2005,North Dakota,Specific learning disabilities,4590,536,NA,NA,118,3862,4590
2005,North Dakota,Deaf-blindness,NA,0,0,0,0,NA,NA
2005,North Dakota,Multiple disabilities,0,0,0,0,0,0,0
2005,North Dakota,Autism,281,NA,NA,13,9,250,281
2005,North Dakota,Traumatic brain injury,49,5,NA,NA,NA,37,49
2005,North Dakota,Developmental delay,433,51,0,10,11,361,433
2005,North Dakota,All disabilities,12363,1292,NA,NA,269,10535,12363
2005,Northern Marianas,Mental retardation,58,0,58,0,0,0,58
2005,Northern Marianas,Hearing impairments,17,0,17,0,0,0,17
2005,Northern Marianas,Speech or language impairments,43,0,NA,0,0,NA,43
2005,Northern Marianas,Visual impairments,NA,0,NA,0,0,0,NA
2005,Northern Marianas,Emotional disturbance,NA,0,NA,0,0,0,NA
2005,Northern Marianas,Orthopedic impairments,7,0,NA,0,0,NA,7
2005,Northern Marianas,Other health impairments,NA,0,NA,0,0,0,NA
2005,Northern Marianas,Specific learning disabilities,437,0,NA,0,0,NA,437
2005,Northern Marianas,Deaf-blindness,0,0,0,0,0,0,0
2005,Northern Marianas,Multiple disabilities,23,0,23,0,0,0,23
2005,Northern Marianas,Autism,33,0,NA,0,0,NA,33
2005,Northern Marianas,Traumatic brain injury,NA,0,NA,0,0,0,NA
2005,Northern Marianas,Developmental delay,NA,0,NA,NA,0,0,NA
2005,Northern Marianas,All disabilities,680,0,673,NA,0,NA,680
2005,Ohio,Mental retardation,41925,62,108,13664,839,27252,41925
2005,Ohio,Hearing impairments,2643,NA,NA,461,74,2077,2643
2005,Ohio,Speech or language impairments,34485,58,308,4667,698,28754,34485
2005,Ohio,Visual impairments,1098,0,19,184,25,870,1098
2005,Ohio,Emotional disturbance,19164,37,40,6213,345,12529,19164
2005,Ohio,Orthopedic impairments,2240,NA,NA,519,51,1640,2240
2005,Ohio,Other health impairments,19325,34,82,2433,304,16472,19325
2005,Ohio,Specific learning disabilities,100563,213,397,16700,2496,80757,100563
2005,Ohio,Deaf-blindness,40,0,NA,NA,NA,35,40
2005,Ohio,Multiple disabilities,13712,19,109,2862,283,10439,13712
2005,Ohio,Autism,7596,16,106,972,96,6406,7596
2005,Ohio,Traumatic brain injury,954,NA,NA,NA,NA,755,954
2005,Ohio,Developmental delay,0,0,0,0,0,0,0
2005,Ohio,All disabilities,243745,445,1238,48844,5232,187986,243745
2005,Oklahoma,Mental retardation,6565,1070,63,1491,405,3536,6565
2005,Oklahoma,Hearing impairments,856,127,19,86,64,560,856
2005,Oklahoma,Speech or language impairments,11422,1978,145,1010,685,7604,11422
2005,Oklahoma,Visual impairments,390,63,9,35,13,270,390
2005,Oklahoma,Emotional disturbance,5106,730,28,807,158,3383,5106
2005,Oklahoma,Orthopedic impairments,415,66,NA,NA,30,284,415
2005,Oklahoma,Other health impairments,7306,1135,54,715,214,5188,7306
2005,Oklahoma,Specific learning disabilities,46587,8567,382,6655,3278,27705,46587
2005,Oklahoma,Deaf-blindness,29,5,0,NA,NA,18,29
2005,Oklahoma,Multiple disabilities,1477,242,17,167,89,962,1477
2005,Oklahoma,Autism,1377,169,30,138,53,987,1377
2005,Oklahoma,Traumatic brain injury,266,43,NA,NA,NA,181,266
2005,Oklahoma,Developmental delay,6656,1043,68,641,366,4538,6656
2005,Oklahoma,All disabilities,88452,15238,822,11806,5370,55216,88452
2005,Oregon,Mental retardation,4218,111,124,231,581,3171,4218
2005,Oregon,Hearing impairments,799,17,42,23,168,549,799
2005,Oregon,Speech or language impairments,15833,403,574,557,2431,11868,15833
2005,Oregon,Visual impairments,301,NA,14,NA,50,225,301
2005,Oregon,Emotional disturbance,4661,133,59,296,312,3861,4661
2005,Oregon,Orthopedic impairments,738,11,35,23,88,581,738
2005,Oregon,Other health impairments,7502,165,138,416,548,6235,7502
2005,Oregon,Specific learning disabilities,30060,926,452,1174,4551,22957,30060
2005,Oregon,Deaf-blindness,14,0,NA,NA,NA,11,14
2005,Oregon,Multiple disabilities,0,0,0,0,0,0,0
2005,Oregon,Autism,4810,90,174,119,305,4122,4810
2005,Oregon,Traumatic brain injury,273,NA,NA,13,NA,212,273
2005,Oregon,Developmental delay,0,0,0,0,0,0,0
2005,Oregon,All disabilities,69209,1869,1619,2859,9070,53792,69209
2005,Pennsylvania,Mental retardation,25090,29,216,6058,1636,17151,25090
2005,Pennsylvania,Hearing impairments,2762,7,65,411,217,2062,2762
2005,Pennsylvania,Speech or language impairments,38979,54,524,4352,1526,32523,38979
2005,Pennsylvania,Visual impairments,1173,5,29,211,56,872,1173
2005,Pennsylvania,Emotional disturbance,25922,47,113,6723,1595,17444,25922
2005,Pennsylvania,Orthopedic impairments,896,NA,NA,192,76,612,896
2005,Pennsylvania,Other health impairments,11642,22,77,1336,558,9649,11642
2005,Pennsylvania,Specific learning disabilities,144224,226,1033,25277,10324,107364,144224
2005,Pennsylvania,Deaf-blindness,NA,0,NA,NA,NA,43,NA
2005,Pennsylvania,Multiple disabilities,2807,NA,NA,535,222,1998,2807
2005,Pennsylvania,Autism,8252,18,181,1061,317,6675,8252
2005,Pennsylvania,Traumatic brain injury,895,0,10,101,38,746,895
2005,Pennsylvania,Developmental delay,NA,0,NA,NA,NA,44,NA
2005,Pennsylvania,All disabilities,262769,413,2316,46278,16579,197183,262769
2005,Puerto Rico,Mental retardation,11585,0,NA,NA,11578,NA,11585
2005,Puerto Rico,Hearing impairments,805,0,0,0,NA,NA,805
2005,Puerto Rico,Speech or language impairments,13550,NA,0,NA,13536,7,13550
2005,Puerto Rico,Visual impairments,595,0,0,0,NA,0,595
2005,Puerto Rico,Emotional disturbance,943,0,0,0,NA,NA,943
2005,Puerto Rico,Orthopedic impairments,470,0,0,NA,NA,0,470
2005,Puerto Rico,Other health impairments,3696,NA,0,NA,3687,NA,3696
2005,Puerto Rico,Specific learning disabilities,48634,NA,NA,NA,48572,39,48634
2005,Puerto Rico,Deaf-blindness,41,0,0,0,41,0,41
2005,Puerto Rico,Multiple disabilities,1170,0,0,0,1170,0,1170
2005,Puerto Rico,Autism,872,0,0,NA,870,NA,872
2005,Puerto Rico,Traumatic brain injury,53,0,0,NA,NA,0,53
2005,Puerto Rico,Developmental delay,34,0,0,0,34,0,34
2005,Puerto Rico,All disabilities,82448,NA,NA,29,82348,59,82448
2005,Rhode Island,Mental retardation,1202,11,33,151,324,683,1202
2005,Rhode Island,Hearing impairments,211,0,5,17,41,148,211
2005,Rhode Island,Speech or language impairments,5293,29,97,313,783,4071,5293
2005,Rhode Island,Visual impairments,72,0,NA,NA,NA,61,72
2005,Rhode Island,Emotional disturbance,3013,46,20,433,454,2060,3013
2005,Rhode Island,Orthopedic impairments,91,NA,0,NA,9,75,91
2005,Rhode Island,Other health impairments,4266,37,30,193,294,3712,4266
2005,Rhode Island,Specific learning disabilities,12572,103,197,1184,2530,8558,12572
2005,Rhode Island,Deaf-blindness,NA,0,0,0,0,NA,NA
2005,Rhode Island,Multiple disabilities,270,NA,NA,7,31,224,270
2005,Rhode Island,Autism,810,NA,NA,34,32,733,810
2005,Rhode Island,Traumatic brain injury,NA,0,0,NA,NA,NA,NA
2005,Rhode Island,Developmental delay,0,0,0,0,0,0,0
2005,Rhode Island,All disabilities,27866,234,401,2340,4511,20380,27866
2005,South Carolina,Mental retardation,12693,29,49,8657,174,3784,12693
2005,South Carolina,Hearing impairments,1084,NA,NA,479,40,545,1084
2005,South Carolina,Speech or language impairments,21196,44,149,8045,465,12493,21196
2005,South Carolina,Visual impairments,382,0,NA,151,NA,222,382
2005,South Carolina,Emotional disturbance,5258,7,13,3009,54,2175,5258
2005,South Carolina,Orthopedic impairments,779,NA,NA,256,19,500,779
2005,South Carolina,Other health impairments,7281,18,19,2500,90,4654,7281
2005,South Carolina,Specific learning disabilities,47708,119,137,21499,1287,24666,47708
2005,South Carolina,Deaf-blindness,5,0,0,0,0,5,5
2005,South Carolina,Multiple disabilities,348,0,NA,NA,NA,208,348
2005,South Carolina,Autism,1733,NA,NA,757,47,906,1733
2005,South Carolina,Traumatic brain injury,149,0,0,NA,NA,85,149
2005,South Carolina,Developmental delay,0,0,0,0,0,0,0
2005,South Carolina,All disabilities,98616,221,415,45544,2193,50243,98616
2005,South Dakota,Mental retardation,1115,199,7,31,23,855,1115
2005,South Dakota,Hearing impairments,135,18,NA,5,NA,107,135
2005,South Dakota,Speech or language impairments,3386,502,40,46,58,2740,3386
2005,South Dakota,Visual impairments,37,NA,NA,NA,NA,29,37
2005,South Dakota,Emotional disturbance,750,131,NA,18,NA,583,750
2005,South Dakota,Orthopedic impairments,89,6,NA,NA,NA,77,89
2005,South Dakota,Other health impairments,1276,140,5,35,26,1070,1276
2005,South Dakota,Specific learning disabilities,6688,1382,46,112,182,4966,6688
2005,South Dakota,Deaf-blindness,NA,0,0,0,0,NA,NA
2005,South Dakota,Multiple disabilities,893,142,14,41,24,672,893
2005,South Dakota,Autism,425,33,NA,NA,10,374,425
2005,South Dakota,Traumatic brain injury,66,14,0,NA,NA,46,66
2005,South Dakota,Developmental delay,NA,NA,0,0,NA,NA,NA
2005,South Dakota,All disabilities,14884,2582,122,298,350,11532,14884
2005,Tennessee,Mental retardation,11245,11,40,5997,152,5045,11245
2005,Tennessee,Hearing impairments,1324,NA,NA,366,56,882,1324
2005,Tennessee,Speech or language impairments,24609,30,180,5192,539,18668,24609
2005,Tennessee,Visual impairments,734,NA,NA,196,20,510,734
2005,Tennessee,Emotional disturbance,3766,5,11,1117,53,2580,3766
2005,Tennessee,Orthopedic impairments,881,NA,NA,127,32,712,881
2005,Tennessee,Other health impairments,11303,15,24,2251,121,8892,11303
2005,Tennessee,Specific learning disabilities,46558,86,160,13135,1089,32088,46558
2005,Tennessee,Deaf-blindness,5,0,0,NA,NA,NA,5
2005,Tennessee,Multiple disabilities,1744,NA,NA,420,31,1274,1744
2005,Tennessee,Autism,2378,5,41,472,59,1801,2378
2005,Tennessee,Traumatic brain injury,256,NA,0,NA,NA,NA,256
2005,Tennessee,Developmental delay,3311,7,20,877,93,2314,3311
2005,Tennessee,All disabilities,108114,169,524,30205,2259,74957,108114
2005,Texas,Mental retardation,27040,82,475,7894,10958,7631,27040
2005,Texas,Hearing impairments,6001,19,154,835,2841,2152,6001
2005,Texas,Speech or language impairments,70988,317,1388,9221,29292,30770,70988
2005,Texas,Visual impairments,2600,8,62,437,940,1153,2600
2005,Texas,Emotional disturbance,36849,219,181,8146,10724,17579,36849
2005,Texas,Orthopedic impairments,4308,15,96,609,1939,1649,4308
2005,Texas,Other health impairments,54686,265,532,9623,15257,29009,54686
2005,Texas,Specific learning disabilities,243509,973,1807,47368,114500,78861,243509
2005,Texas,Deaf-blindness,80,0,NA,NA,26,36,80
2005,Texas,Multiple disabilities,5259,17,112,1019,2106,2005,5259
2005,Texas,Autism,14608,65,682,2155,3863,7843,14608
2005,Texas,Traumatic brain injury,1241,6,NA,NA,439,552,1241
2005,Texas,Developmental delay,0,0,0,0,0,0,0
2005,Texas,All disabilities,467169,1986,5512,87546,192885,179240,467169
2005,U.S. and Outlying Areas,Mental retardation,545492,6709,11055,179819,81801,266108,545492
2005,U.S. and Outlying Areas,Hearing impairments,72387,930,3595,11687,16458,39717,72387
2005,U.S. and Outlying Areas,Speech or language impairments,1157215,15243,35345,177309,206765,722553,1157215
2005,U.S. and Outlying Areas,Visual impairments,25996,357,1037,4487,4924,15191,25996
2005,U.S. and Outlying Areas,Emotional disturbance,472384,7172,5450,135796,51637,272329,472384
2005,U.S. and Outlying Areas,Orthopedic impairments,63127,591,2204,9485,13078,37769,63127
2005,U.S. and Outlying Areas,Other health impairments,561028,6671,8422,95313,56267,394355,561028
2005,U.S. and Outlying Areas,Specific learning disabilities,2780218,47701,49604,553065,606737,1523111,2780218
2005,U.S. and Outlying Areas,Deaf-blindness,1592,25,81,200,339,947,1592
2005,U.S. and Outlying Areas,Multiple disabilities,133914,1753,3592,27908,18329,82332,133914
2005,U.S. and Outlying Areas,Autism,193637,1377,10197,28453,22150,131460,193637
2005,U.S. and Outlying Areas,Traumatic brain injury,23509,338,583,3999,3050,15539,23509
2005,U.S. and Outlying Areas,Developmental delay,79070,2922,2063,17566,7398,49121,79070
2005,U.S. and Outlying Areas,All disabilities,6109569,91789,133228,1245087,1088933,3550532,6109569
2005,Utah,Mental retardation,3062,54,66,52,327,2563,3062
2005,Utah,Hearing impairments,482,NA,21,NA,96,358,482
2005,Utah,Speech or language impairments,10514,219,221,152,1127,8795,10514
2005,Utah,Visual impairments,241,NA,8,NA,31,198,241
2005,Utah,Emotional disturbance,2741,52,47,99,361,2182,2741
2005,Utah,Orthopedic impairments,169,NA,NA,NA,26,133,169
2005,Utah,Other health impairments,2964,40,45,61,153,2665,2964
2005,Utah,Specific learning disabilities,28216,826,588,505,4493,21804,28216
2005,Utah,Deaf-blindness,85,NA,NA,NA,7,73,85
2005,Utah,Multiple disabilities,1455,41,56,33,132,1193,1455
2005,Utah,Autism,1552,10,31,17,69,1425,1552
2005,Utah,Traumatic brain injury,319,NA,6,NA,39,268,319
2005,Utah,Developmental delay,1264,56,34,18,186,970,1264
2005,Utah,All disabilities,53064,1312,1131,947,7047,42627,53064
2005,Vermont,Mental retardation,1091,NA,10,21,NA,1048,1091
2005,Vermont,Hearing impairments,129,0,NA,NA,NA,123,129
2005,Vermont,Speech or language impairments,1722,12,14,NA,NA,1670,1722
2005,Vermont,Visual impairments,30,0,NA,NA,0,28,30
2005,Vermont,Emotional disturbance,2066,9,8,33,7,2009,2066
2005,Vermont,Orthopedic impairments,75,0,0,NA,0,NA,75
2005,Vermont,Other health impairments,1975,7,7,27,14,1920,1975
2005,Vermont,Specific learning disabilities,4143,NA,19,NA,NA,4028,4143
2005,Vermont,Deaf-blindness,5,0,0,0,0,5,5
2005,Vermont,Multiple disabilities,121,0,NA,NA,0,118,121
2005,Vermont,Autism,309,NA,NA,NA,NA,296,309
2005,Vermont,Traumatic brain injury,56,0,0,NA,0,NA,56
2005,Vermont,Developmental delay,639,NA,NA,10,NA,618,639
2005,Vermont,All disabilities,12361,62,72,NA,NA,11990,12361
2005,Virgin Islands,Mental retardation,307,0,0,252,NA,NA,307
2005,Virgin Islands,Hearing impairments,22,0,0,18,NA,NA,22
2005,Virgin Islands,Speech or language impairments,190,0,NA,NA,41,NA,190
2005,Virgin Islands,Visual impairments,10,0,0,6,NA,NA,10
2005,Virgin Islands,Emotional disturbance,77,0,0,NA,NA,0,77
2005,Virgin Islands,Orthopedic impairments,NA,0,0,NA,0,0,NA
2005,Virgin Islands,Other health impairments,88,0,0,NA,NA,NA,88
2005,Virgin Islands,Specific learning disabilities,679,0,0,506,166,7,679
2005,Virgin Islands,Deaf-blindness,0,0,0,0,0,0,0
2005,Virgin Islands,Multiple disabilities,39,0,0,34,NA,NA,39
2005,Virgin Islands,Autism,NA,0,0,NA,0,NA,NA
2005,Virgin Islands,Traumatic brain injury,NA,0,0,NA,0,0,NA
2005,Virgin Islands,Developmental delay,93,0,0,NA,NA,NA,93
2005,Virgin Islands,All disabilities,1539,0,NA,1187,317,NA,1539
2005,Virginia,Mental retardation,12556,24,307,6182,612,5431,12556
2005,Virginia,Hearing impairments,1355,NA,NA,343,134,797,1355
2005,Virginia,Speech or language impairments,23969,64,734,5882,1639,15650,23969
2005,Virginia,Visual impairments,440,NA,NA,125,32,261,440
2005,Virginia,Emotional disturbance,12372,43,126,4931,522,6750,12372
2005,Virginia,Orthopedic impairments,842,NA,NA,180,70,541,842
2005,Virginia,Other health impairments,25413,83,284,7207,960,16879,25413
2005,Virginia,Specific learning disabilities,65505,216,1427,20348,5877,37637,65505
2005,Virginia,Deaf-blindness,28,0,NA,11,NA,15,28
2005,Virginia,Multiple disabilities,2784,7,79,879,111,1708,2784
2005,Virginia,Autism,5085,9,305,1262,253,3256,5085
2005,Virginia,Traumatic brain injury,356,0,NA,122,NA,206,356
2005,Virginia,Developmental delay,6455,20,98,2642,322,3373,6455
2005,Virginia,All disabilities,157160,473,3515,50114,10554,92504,157160
2005,Washington,Mental retardation,5442,287,286,473,915,3481,5442
2005,Washington,Hearing impairments,1287,41,108,75,232,831,1287
2005,Washington,Speech or language impairments,17032,568,1113,848,2179,12324,17032
2005,Washington,Visual impairments,281,9,21,16,44,191,281
2005,Washington,Emotional disturbance,4940,223,119,676,270,3652,4940
2005,Washington,Orthopedic impairments,598,11,33,30,68,456,598
2005,Washington,Other health impairments,20658,693,611,1520,1440,16394,20658
2005,Washington,Specific learning disabilities,46470,2000,1979,4012,7919,30560,46470
2005,Washington,Deaf-blindness,34,0,NA,0,NA,29,34
2005,Washington,Multiple disabilities,2545,79,144,166,240,1916,2545
2005,Washington,Autism,4060,73,320,205,205,3257,4060
2005,Washington,Traumatic brain injury,337,15,NA,26,NA,235,337
2005,Washington,Developmental delay,7385,310,393,549,1292,4841,7385
2005,Washington,All disabilities,111069,4309,5147,8596,14850,78167,111069
2005,West Virginia,Mental retardation,8535,11,11,526,28,7959,8535
2005,West Virginia,Hearing impairments,428,0,NA,21,NA,399,428
2005,West Virginia,Speech or language impairments,11322,12,64,417,58,10771,11322
2005,West Virginia,Visual impairments,249,0,0,11,0,238,249
2005,West Virginia,Emotional disturbance,2080,NA,NA,200,12,1864,2080
2005,West Virginia,Orthopedic impairments,177,0,0,NA,NA,169,177
2005,West Virginia,Other health impairments,4367,NA,NA,245,16,4095,4367
2005,West Virginia,Specific learning disabilities,15873,26,25,864,111,14847,15873
2005,West Virginia,Deaf-blindness,17,0,NA,NA,0,13,17
2005,West Virginia,Multiple disabilities,0,0,0,0,0,0,0
2005,West Virginia,Autism,675,NA,13,35,NA,622,675
2005,West Virginia,Traumatic brain injury,121,0,0,12,0,109,121
2005,West Virginia,Developmental delay,0,0,0,0,0,0,0
2005,West Virginia,All disabilities,43844,60,123,2339,236,41086,43844
2005,Wisconsin,Mental retardation,11283,207,280,2435,701,7660,11283
2005,Wisconsin,Hearing impairments,1493,23,88,132,124,1126,1493
2005,Wisconsin,Speech or language impairments,20311,373,631,1927,1328,16052,20311
2005,Wisconsin,Visual impairments,410,NA,NA,31,24,331,410
2005,Wisconsin,Emotional disturbance,16354,714,100,2836,575,12129,16354
2005,Wisconsin,Orthopedic impairments,1068,15,38,157,65,793,1068
2005,Wisconsin,Other health impairments,12904,197,142,3742,739,8084,12904
2005,Wisconsin,Specific learning disabilities,45105,1007,1064,6121,2901,34012,45105
2005,Wisconsin,Deaf-blindness,7,0,0,NA,NA,5,7
2005,Wisconsin,Multiple disabilities,0,0,0,0,0,0,0
2005,Wisconsin,Autism,4531,47,113,359,146,3866,4531
2005,Wisconsin,Traumatic brain injury,394,8,18,71,24,273,394
2005,Wisconsin,Developmental delay,139,NA,NA,NA,NA,102,139
2005,Wisconsin,All disabilities,113999,2598,2496,17832,6640,84433,113999
2005,Wyoming,Mental retardation,558,20,NA,NA,63,463,558
2005,Wyoming,Hearing impairments,154,NA,0,NA,12,132,154
2005,Wyoming,Speech or language impairments,2816,122,34,46,312,2302,2816
2005,Wyoming,Visual impairments,55,NA,0,NA,NA,48,55
