year,state,disability,total_6to21,el_yes,el_no,aian7,asian7,black7,hisp7,nhpi7,tworace7,white7
2012,KENTUCKY,Visual impairment,489,NA,NA,0,4,43,14,0,4,424
2012,LOUISIANA,All Disabilities,70029,809,69220,539,458,34313,1826,24,681,32188
2012,LOUISIANA,Autism,3683,NA,NA,13,61,1441,103,0,38,2027
2012,LOUISIANA,Deaf-blindness,5,NA,NA,0,0,2,0,0,0,3
2012,LOUISIANA,Developmental delay (valid only for children ages 3-9 when defined by state),5857,NA,NA,43,46,2873,142,1,100,2652
2012,LOUISIANA,Emotional disturbance,1756,NA,NA,10,5,1030,31,1,18,661
2012,LOUISIANA,Hearing impairment,1148,NA,NA,15,14,485,56,0,8,570
2012,LOUISIANA,Intellectual disability,7185,NA,NA,53,34,4626,149,4,33,2286
2012,LOUISIANA,Multiple disabilities,944,NA,NA,8,5,419,21,2,6,483
2012,LOUISIANA,Orthopedic impairment,1066,NA,NA,10,13,424,27,0,7,585
2012,LOUISIANA,Other health impairment,9553,NA,NA,50,36,3913,193,3,96,5262
2012,LOUISIANA,Specific learning disability,23196,NA,NA,224,82,12957,581,5,169,9178
2012,LOUISIANA,Speech or language impairment,14931,NA,NA,109,154,5800,509,8,204,8147
2012,LOUISIANA,Traumatic brain injury,228,NA,NA,2,1,127,5,0,0,93
2012,LOUISIANA,Visual impairment,477,NA,NA,2,7,216,9,0,2,241
2012,MAINE,All Disabilities,28401,601,27800,377,228,823,591,17,403,25962
2012,MAINE,Autism,2552,NA,NA,26,27,56,43,2,38,2360
2012,MAINE,Deaf-blindness,4,NA,NA,0,0,0,0,1,0,3
2012,MAINE,Developmental delay (valid only for children ages 3-9 when defined by state),42,NA,NA,2,0,2,2,0,1,35
2012,MAINE,Emotional disturbance,2335,NA,NA,46,11,84,62,1,28,2103
2012,MAINE,Hearing impairment,165,NA,NA,2,2,9,4,0,1,147
2012,MAINE,Intellectual disability,682,NA,NA,8,5,25,9,0,9,626
2012,MAINE,Multiple disabilities,2850,NA,NA,46,20,78,60,3,34,2609
2012,MAINE,Orthopedic impairment,47,NA,NA,2,0,5,4,0,1,35
2012,MAINE,Other health impairment,5861,NA,NA,61,34,192,122,3,97,5352
2012,MAINE,Specific learning disability,9184,NA,NA,136,64,268,175,6,118,8417
2012,MAINE,Speech or language impairment,4576,NA,NA,47,64,100,108,1,72,4184
2012,MAINE,Traumatic brain injury,52,NA,NA,0,0,3,1,0,3,45
2012,MAINE,Visual impairment,51,NA,NA,1,1,1,1,0,1,46
2012,MARYLAND,All Disabilities,90367,4366,86001,279,2368,39179,10316,68,2829,35328
2012,MARYLAND,Autism,8937,NA,NA,27,520,3084,731,2,312,4261
2012,MARYLAND,Deaf-blindness,15,NA,NA,0,0,2,2,0,1,10
2012,MARYLAND,Developmental delay (valid only for children ages 3-9 when defined by state),2231,NA,NA,6,127,954,458,1,81,604
2012,MARYLAND,Emotional disturbance,6915,NA,NA,24,55,4056,305,7,201,2267
2012,MARYLAND,Hearing impairment,901,NA,NA,3,66,250,117,1,20,444
2012,MARYLAND,Intellectual disability,5200,NA,NA,7,151,2884,478,3,111,1566
2012,MARYLAND,Multiple disabilities,3738,NA,NA,10,108,1321,301,4,146,1848
2012,MARYLAND,Orthopedic impairment,267,NA,NA,2,12,112,31,0,8,102
2012,MARYLAND,Other health impairment,16280,NA,NA,58,245,7467,1304,13,570,6623
2012,MARYLAND,Specific learning disability,31297,NA,NA,100,457,14240,4736,21,852,10891
2012,MARYLAND,Speech or language impairment,14058,NA,NA,39,593,4597,1808,15,507,6499
2012,MARYLAND,Traumatic brain injury,239,NA,NA,2,7,105,17,1,10,97
2012,MARYLAND,Visual impairment,289,NA,NA,1,27,107,28,0,10,116
2012,MASSACHUSETTS,All Disabilities,149854,11094,138760,468,4016,15505,29615,143,3973,96134
2012,MASSACHUSETTS,Autism,12302,NA,NA,20,554,909,1240,17,327,9235
2012,MASSACHUSETTS,Deaf-blindness,145,NA,NA,1,5,13,28,0,2,96
2012,MASSACHUSETTS,Developmental delay (valid only for children ages 3-9 when defined by state),10963,NA,NA,36,335,1131,2182,13,367,6899
2012,MASSACHUSETTS,Emotional disturbance,14154,NA,NA,59,194,1962,3127,18,532,8262
2012,MASSACHUSETTS,Hearing impairment,1039,NA,NA,3,66,98,211,1,13,647
2012,MASSACHUSETTS,Intellectual disability,9671,NA,NA,31,273,1624,3095,13,196,4439
2012,MASSACHUSETTS,Multiple disabilities,4376,NA,NA,14,104,364,695,8,97,3094
2012,MASSACHUSETTS,Orthopedic impairment,1172,NA,NA,3,35,118,188,0,29,799
2012,MASSACHUSETTS,Other health impairment,16592,NA,NA,47,210,1157,2454,12,441,12271
2012,MASSACHUSETTS,Specific learning disability,46083,NA,NA,152,775,5042,9590,33,1118,29373
2012,MASSACHUSETTS,Speech or language impairment,24527,NA,NA,77,1201,2423,5702,20,628,14476
2012,MASSACHUSETTS,Traumatic brain injury,8283,NA,NA,24,231,607,1021,8,208,6184
2012,MASSACHUSETTS,Visual impairment,547,NA,NA,1,33,57,82,0,15,359
2012,MICHIGAN,All Disabilities,182596,6875,175721,1876,2219,38781,11454,143,4547,123576
2012,MICHIGAN,Autism,14755,NA,NA,117,347,2239,565,11,284,11192
2012,MICHIGAN,Deaf-blindness,14,NA,NA,1,1,0,2,0,0,10
2012,MICHIGAN,Developmental delay (valid only for children ages 3-9 when defined by state),1685,NA,NA,16,35,394,123,0,60,1057
2012,MICHIGAN,Emotional disturbance,12498,NA,NA,135,61,2615,526,9,384,8768
2012,MICHIGAN,Hearing impairment,2436,NA,NA,14,76,449,187,2,56,1652
2012,MICHIGAN,Intellectual disability,18448,NA,NA,178,206,5848,1030,25,336,10825
2012,MICHIGAN,Multiple disabilities,2776,NA,NA,14,55,604,156,2,46,1899
2012,MICHIGAN,Orthopedic impairment,1815,NA,NA,15,51,301,91,2,33,1322
2012,MICHIGAN,Other health impairment,20343,NA,NA,249,157,3504,941,12,603,14877
2012,MICHIGAN,Specific learning disability,68542,NA,NA,773,433,16290,5039,45,1634,44328
2012,MICHIGAN,Speech or language impairment,38077,NA,NA,353,766,6285,2721,34,1074,26844
2012,MICHIGAN,Traumatic brain injury,526,NA,NA,5,4,127,32,1,19,338
2012,MICHIGAN,Visual impairment,681,NA,NA,6,27,125,41,0,18,464
2012,MINNESOTA,All Disabilities,108496,7465,101031,3233,4380,13786,9645,93,3492,73867
2012,MINNESOTA,Autism,14406,NA,NA,217,600,1073,721,19,397,11379
2012,MINNESOTA,Deaf-blindness,53,NA,NA,0,5,0,7,0,0,41
2012,MINNESOTA,Developmental delay (valid only for children ages 3-9 when defined by state),2582,NA,NA,85,91,303,357,2,169,1575
2012,MINNESOTA,Emotional disturbance,14774,NA,NA,766,171,3112,897,12,751,9065
2012,MINNESOTA,Hearing impairment,2041,NA,NA,23,253,185,198,0,36,1346
2012,MINNESOTA,Intellectual disability,7947,NA,NA,267,332,1223,611,5,179,5330
2012,MINNESOTA,Multiple disabilities,1299,NA,NA,27,63,178,103,2,25,901
2012,MINNESOTA,Orthopedic impairment,1511,NA,NA,26,89,124,111,2,35,1124
2012,MINNESOTA,Other health impairment,17040,NA,NA,466,296,1952,1070,12,596,12648
2012,MINNESOTA,Specific learning disability,29749,NA,NA,979,1472,4383,4138,26,802,17949
2012,MINNESOTA,Speech or language impairment,16331,NA,NA,354,968,1153,1384,13,486,11973
2012,MINNESOTA,Traumatic brain injury,410,NA,NA,13,15,66,21,0,12,283
2012,MINNESOTA,Visual impairment,353,NA,NA,10,25,34,27,0,4,253
2012,MISSISSIPPI,All Disabilities,54616,494,54122,118,224,26932,1043,10,361,25928
2012,MISSISSIPPI,Autism,2989,NA,NA,6,29,1104,70,0,17,1763
2012,MISSISSIPPI,Deaf-blindness,11,NA,NA,0,0,2,0,0,0,9
2012,MISSISSIPPI,Developmental delay (valid only for children ages 3-9 when defined by state),4479,NA,NA,8,23,2543,126,0,55,1724
2012,MISSISSIPPI,Emotional disturbance,3354,NA,NA,5,4,1863,33,0,25,1424
2012,MISSISSIPPI,Hearing impairment,656,NA,NA,2,8,306,28,0,3,309
2012,MISSISSIPPI,Intellectual disability,3427,NA,NA,10,11,2368,49,1,13,975
2012,MISSISSIPPI,Multiple disabilities,1007,NA,NA,0,6,494,21,0,4,482
2012,MISSISSIPPI,Orthopedic impairment,469,NA,NA,3,5,198,10,0,1,252
2012,MISSISSIPPI,Other health impairment,8187,NA,NA,16,18,4368,89,3,40,3653
2012,MISSISSIPPI,Specific learning disability,14244,NA,NA,41,30,7579,303,1,72,6218
2012,MISSISSIPPI,Speech or language impairment,15300,NA,NA,26,88,5858,304,5,128,8891
2012,MISSISSIPPI,Traumatic brain injury,148,NA,NA,0,1,72,3,0,1,71
2012,MISSISSIPPI,Visual impairment,345,NA,NA,1,1,177,7,0,2,157
2012,MISSOURI,All Disabilities,107615,1877,105738,595,1069,20565,4157,95,2073,79061
2012,MISSOURI,Autism,8295,NA,NA,41,179,1200,301,4,170,6400
2012,MISSOURI,Deaf-blindness,26,NA,NA,1,0,1,2,0,1,21
2012,MISSOURI,Developmental delay (valid only for children ages 3-9 when defined by state),758,NA,NA,4,14,177,39,0,19,505
2012,MISSOURI,Emotional disturbance,6231,NA,NA,37,26,1657,136,0,174,4201
2012,MISSOURI,Hearing impairment,1142,NA,NA,3,33,195,55,2,19,835
2012,MISSOURI,Intellectual disability,9837,NA,NA,56,90,2882,392,14,145,6258
2012,MISSOURI,Multiple disabilities,1418,NA,NA,4,23,318,42,3,26,1002
2012,MISSOURI,Orthopedic impairment,509,NA,NA,2,10,67,27,0,10,393
2012,MISSOURI,Other health impairment,19966,NA,NA,120,105,3388,513,7,395,15438
2012,MISSOURI,Specific learning disability,30848,NA,NA,194,163,6401,1423,42,532,22093
2012,MISSOURI,Speech or language impairment,27696,NA,NA,128,415,4129,1192,20,554,21258
2012,MISSOURI,Traumatic brain injury,425,NA,NA,1,2,89,13,2,12,306
2012,MISSOURI,Visual impairment,464,NA,NA,4,9,61,22,1,16,351
2012,MONTANA,All Disabilities,14753,699,14054,2219,81,187,667,44,325,11230
2012,MONTANA,Autism,469,NA,NA,35,3,6,13,2,11,399
2012,MONTANA,Deaf-blindness,5,NA,NA,0,0,0,0,0,0,5
2012,MONTANA,Developmental delay (valid only for children ages 3-9 when defined by state),0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,MONTANA,Emotional disturbance,712,NA,NA,103,2,14,35,2,30,526
2012,MONTANA,Hearing impairment,63,NA,NA,4,1,1,5,1,1,50
2012,MONTANA,Intellectual disability,580,NA,NA,119,5,9,21,3,9,414
2012,MONTANA,Multiple disabilities,3259,NA,NA,499,17,45,142,13,67,2476
2012,MONTANA,Orthopedic impairment,48,NA,NA,0,0,0,3,0,0,45
2012,MONTANA,Other health impairment,1810,NA,NA,176,8,36,65,3,33,1489
2012,MONTANA,Specific learning disability,4767,NA,NA,791,19,50,242,14,95,3556
2012,MONTANA,Speech or language impairment,2955,NA,NA,483,23,23,138,6,76,2206
2012,MONTANA,Traumatic brain injury,37,NA,NA,1,1,1,1,0,1,32
2012,MONTANA,Visual impairment,48,NA,NA,8,2,2,2,0,2,32
2012,NEBRASKA,All Disabilities,40185,1438,38747,853,471,3386,6428,33,1431,27583
2012,NEBRASKA,Autism,2345,NA,NA,28,50,132,240,1,63,1831
2012,NEBRASKA,Deaf-blindness,9,NA,NA,0,0,0,0,0,0,9
2012,NEBRASKA,Developmental delay (valid only for children ages 3-9 when defined by state),1412,NA,NA,60,13,42,222,0,58,1017
2012,NEBRASKA,Emotional disturbance,1957,NA,NA,65,13,327,210,5,117,1220
2012,NEBRASKA,Hearing impairment,610,NA,NA,10,12,38,96,1,24,429
2012,NEBRASKA,Intellectual disability,3336,NA,NA,82,36,359,581,3,98,2177
2012,NEBRASKA,Multiple disabilities,389,NA,NA,13,5,34,59,0,9,269
2012,NEBRASKA,Orthopedic impairment,238,NA,NA,1,9,12,27,0,12,177
2012,NEBRASKA,Other health impairment,5654,NA,NA,80,33,448,542,4,236,4311
2012,NEBRASKA,Specific learning disability,14238,NA,NA,365,137,1384,2956,10,511,8875
2012,NEBRASKA,Speech or language impairment,9579,NA,NA,141,151,591,1446,9,293,6948
2012,NEBRASKA,Traumatic brain injury,201,NA,NA,5,5,13,24,0,4,150
2012,NEBRASKA,Visual impairment,217,NA,NA,3,7,6,25,0,6,170
2012,NEVADA,All Disabilities,42285,8424,33861,884,1046,5899,15522,492,1996,16446
2012,NEVADA,Autism,3820,NA,NA,38,252,356,1058,43,196,1877
2012,NEVADA,Deaf-blindness,8,NA,NA,1,0,2,0,0,0,5
2012,NEVADA,Developmental delay (valid only for children ages 3-9 when defined by state),0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NEVADA,Emotional disturbance,1881,NA,NA,31,12,380,347,14,121,976
2012,NEVADA,Hearing impairment,442,NA,NA,5,25,45,189,10,21,147
2012,NEVADA,Intellectual disability,1883,NA,NA,37,87,296,806,24,70,563
2012,NEVADA,Multiple disabilities,1072,NA,NA,10,62,151,368,16,46,419
2012,NEVADA,Orthopedic impairment,280,NA,NA,4,10,33,96,2,9,126
2012,NEVADA,Other health impairment,3883,NA,NA,71,50,519,895,42,238,2068
2012,NEVADA,Specific learning disability,22261,NA,NA,531,342,3516,9564,260,903,7145
2012,NEVADA,Speech or language impairment,6444,NA,NA,147,194,555,2079,79,381,3009
2012,NEVADA,Traumatic brain injury,172,NA,NA,7,8,33,65,2,5,52
2012,NEVADA,Visual impairment,139,NA,NA,2,4,13,55,0,6,59
2012,NEW HAMPSHIRE,All Disabilities,26102,593,25509,74,255,656,1053,22,97,23945
2012,NEW HAMPSHIRE,Autism,1923,NA,NA,4,28,29,40,4,11,1807
2012,NEW HAMPSHIRE,Deaf-blindness,7,NA,NA,0,0,0,0,0,0,7
2012,NEW HAMPSHIRE,Developmental delay (valid only for children ages 3-9 when defined by state),1525,NA,NA,7,23,47,79,0,13,1356
2012,NEW HAMPSHIRE,Emotional disturbance,2192,NA,NA,3,6,78,75,0,8,2022
2012,NEW HAMPSHIRE,Hearing impairment,206,NA,NA,1,7,5,15,0,2,176
2012,NEW HAMPSHIRE,Intellectual disability,762,NA,NA,2,9,31,38,1,0,681
2012,NEW HAMPSHIRE,Multiple disabilities,368,NA,NA,0,6,11,11,3,0,337
2012,NEW HAMPSHIRE,Orthopedic impairment,71,NA,NA,0,2,0,2,0,1,66
2012,NEW HAMPSHIRE,Other health impairment,5067,NA,NA,8,37,126,166,2,19,4709
2012,NEW HAMPSHIRE,Specific learning disability,10365,NA,NA,36,70,253,481,6,33,9486
2012,NEW HAMPSHIRE,Speech or language impairment,3456,NA,NA,13,65,70,138,6,10,3154
2012,NEW HAMPSHIRE,Traumatic brain injury,67,NA,NA,0,0,3,6,0,0,58
2012,NEW HAMPSHIRE,Visual impairment,93,NA,NA,0,2,3,2,0,0,86
2012,NEW JERSEY,All Disabilities,214363,3815,210548,301,8013,40330,46551,263,1635,117270
2012,NEW JERSEY,Autism,14572,NA,NA,17,1321,2043,2435,30,121,8605
2012,NEW JERSEY,Deaf-blindness,14,NA,NA,0,1,6,4,0,0,3
2012,NEW JERSEY,Developmental delay (valid only for children ages 3-9 when defined by state),0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NEW JERSEY,Emotional disturbance,8377,NA,NA,12,135,2763,1559,11,91,3806
2012,NEW JERSEY,Hearing impairment,1503,NA,NA,4,118,193,405,7,10,766
2012,NEW JERSEY,Intellectual disability,5170,NA,NA,10,215,1722,1679,7,28,1509
2012,NEW JERSEY,Multiple disabilities,18350,NA,NA,35,631,5029,3917,13,128,8597
2012,NEW JERSEY,Orthopedic impairment,450,NA,NA,1,29,44,74,1,5,296
2012,NEW JERSEY,Other health impairment,38130,NA,NA,50,861,6390,6653,38,291,23847
2012,NEW JERSEY,Specific learning disability,80088,NA,NA,116,1823,15767,18924,62,547,42849
2012,NEW JERSEY,Speech or language impairment,46553,NA,NA,54,2814,6126,10636,90,405,26428
2012,NEW JERSEY,Traumatic brain injury,760,NA,NA,1,37,196,173,1,5,347
2012,NEW JERSEY,Visual impairment,396,NA,NA,1,28,51,92,3,4,217
2012,NEW MEXICO,All Disabilities,42004,10016,31988,4752,267,981,25111,0,562,10331
2012,NEW MEXICO,Autism,1799,NA,NA,105,24,47,777,0,45,801
2012,NEW MEXICO,Deaf-blindness,6,NA,NA,0,0,0,4,0,0,2
2012,NEW MEXICO,Developmental delay (valid only for children ages 3-9 when defined by state),2644,NA,NA,516,12,47,1450,0,28,591
2012,NEW MEXICO,Emotional disturbance,2041,NA,NA,197,4,67,1056,0,38,679
2012,NEW MEXICO,Hearing impairment,510,NA,NA,65,5,11,277,0,5,147
2012,NEW MEXICO,Intellectual disability,1895,NA,NA,234,22,47,1156,0,25,411
2012,NEW MEXICO,Multiple disabilities,830,NA,NA,90,10,12,491,0,5,222
2012,NEW MEXICO,Orthopedic impairment,251,NA,NA,14,4,7,145,0,3,78
2012,NEW MEXICO,Other health impairment,3654,NA,NA,263,16,100,1980,0,47,1248
2012,NEW MEXICO,Specific learning disability,18832,NA,NA,2346,80,465,11981,0,233,3727
2012,NEW MEXICO,Speech or language impairment,9185,NA,NA,884,88,173,5587,0,131,2322
2012,NEW MEXICO,Traumatic brain injury,180,NA,NA,23,2,3,98,0,1,53
2012,NEW MEXICO,Visual impairment,177,NA,NA,15,0,2,109,0,1,50
2012,NEW YORK,All Disabilities,385763,37406,348357,2487,13499,86967,104894,460,3820,173636
2012,NEW YORK,Autism,24439,NA,NA,141,1225,4391,4457,71,233,13921
2012,NEW YORK,Deaf-blindness,14,NA,NA,0,0,1,2,1,0,10
2012,NEW YORK,Developmental delay (valid only for children ages 3-9 when defined by state),0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NEW YORK,Emotional disturbance,27566,NA,NA,177,366,10811,6668,22,342,9180
2012,NEW YORK,Hearing impairment,4225,NA,NA,22,406,690,1273,11,45,1778
2012,NEW YORK,Intellectual disability,11745,NA,NA,99,583,3519,3347,20,72,4105
2012,NEW YORK,Multiple disabilities,16959,NA,NA,109,681,3378,3208,28,138,9417
2012,NEW YORK,Orthopedic impairment,1720,NA,NA,18,99,370,402,2,15,814
2012,NEW YORK,Other health impairment,59616,NA,NA,306,1128,9113,8841,40,798,39390
2012,NEW YORK,Specific learning disability,149694,NA,NA,1017,4334,35853,42930,136,1304,64120
2012,NEW YORK,Speech or language impairment,87445,NA,NA,587,4558,18409,33283,123,848,29637
2012,NEW YORK,Traumatic brain injury,1081,NA,NA,3,41,205,194,4,10,624
2012,NEW YORK,Visual impairment,1259,NA,NA,8,78,227,289,2,15,640
2012,NORTH CAROLINA,All Disabilities,171433,13291,158142,2948,1715,56211,20119,110,6207,84123
2012,NORTH CAROLINA,Autism,12717,NA,NA,77,295,3251,1042,10,493,7549
2012,NORTH CAROLINA,Deaf-blindness,34,NA,NA,0,0,8,5,0,1,20
2012,NORTH CAROLINA,Developmental delay (valid only for children ages 3-9 when defined by state),6269,NA,NA,57,82,2269,922,5,207,2727
2012,NORTH CAROLINA,Emotional disturbance,5911,NA,NA,66,10,2818,281,2,295,2439
2012,NORTH CAROLINA,Hearing impairment,1883,NA,NA,27,50,535,338,1,65,867
2012,NORTH CAROLINA,Intellectual disability,17532,NA,NA,556,163,8420,1676,11,453,6253
2012,NORTH CAROLINA,Multiple disabilities,2350,NA,NA,28,31,681,282,5,72,1251
2012,NORTH CAROLINA,Orthopedic impairment,820,NA,NA,7,21,162,95,0,22,513
2012,NORTH CAROLINA,Other health impairment,32363,NA,NA,371,159,10135,1939,14,1391,18354
2012,NORTH CAROLINA,Specific learning disability,68953,NA,NA,1195,583,22642,10859,46,2378,31250
2012,NORTH CAROLINA,Speech or language impairment,21591,NA,NA,551,302,4975,2569,14,787,12393
2012,NORTH CAROLINA,Traumatic brain injury,412,NA,NA,6,5,141,40,0,17,203
2012,NORTH CAROLINA,Visual impairment,598,NA,NA,7,14,174,71,2,26,304
2012,NORTH DAKOTA,All Disabilities,11430,362,11068,1273,69,375,487,23,152,9051
2012,NORTH DAKOTA,Autism,709,NA,NA,33,6,23,19,2,6,620
2012,NORTH DAKOTA,Deaf-blindness,2,NA,NA,0,0,0,0,0,0,2
2012,NORTH DAKOTA,Developmental delay (valid only for children ages 3-9 when defined by state),781,NA,NA,132,4,32,38,2,12,561
2012,NORTH DAKOTA,Emotional disturbance,788,NA,NA,84,2,41,22,1,19,619
2012,NORTH DAKOTA,Hearing impairment,103,NA,NA,12,1,2,7,1,1,79
2012,NORTH DAKOTA,Intellectual disability,759,NA,NA,89,12,30,25,1,10,592
2012,NORTH DAKOTA,Multiple disabilities,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NORTH DAKOTA,Orthopedic impairment,83,NA,NA,5,2,1,3,0,0,72
2012,NORTH DAKOTA,Other health impairment,1702,NA,NA,124,7,49,67,5,21,1429
2012,NORTH DAKOTA,Specific learning disability,4149,NA,NA,471,17,127,204,3,44,3283
2012,NORTH DAKOTA,Speech or language impairment,2255,NA,NA,313,18,67,97,8,39,1713
2012,NORTH DAKOTA,Traumatic brain injury,52,NA,NA,5,0,3,3,0,0,41
2012,NORTH DAKOTA,Visual impairment,47,NA,NA,5,0,0,2,0,0,40
2012,NORTHERN MARIANAS,All Disabilities,809,304,505,0,156,0,0,499,149,5
2012,NORTHERN MARIANAS,Autism,80,NA,NA,0,34,0,0,28,18,0
2012,NORTHERN MARIANAS,Deaf-blindness,1,NA,NA,0,0,0,0,0,1,0
2012,NORTHERN MARIANAS,Developmental delay (valid only for children ages 3-9 when defined by state),43,NA,NA,0,15,0,0,25,3,0
2012,NORTHERN MARIANAS,Emotional disturbance,9,NA,NA,0,1,0,0,6,2,0
2012,NORTHERN MARIANAS,Hearing impairment,22,NA,NA,0,7,0,0,14,1,0
2012,NORTHERN MARIANAS,Intellectual disability,58,NA,NA,0,9,0,0,42,7,0
2012,NORTHERN MARIANAS,Multiple disabilities,26,NA,NA,0,10,0,0,10,6,0
2012,NORTHERN MARIANAS,Orthopedic impairment,6,NA,NA,0,2,0,0,4,0,0
2012,NORTHERN MARIANAS,Other health impairment,94,NA,NA,0,20,0,0,58,16,0
2012,NORTHERN MARIANAS,Specific learning disability,426,NA,NA,0,46,0,0,292,85,3
2012,NORTHERN MARIANAS,Speech or language impairment,36,NA,NA,0,12,0,0,13,9,2
2012,NORTHERN MARIANAS,Traumatic brain injury,2,NA,NA,0,0,0,0,2,0,0
2012,NORTHERN MARIANAS,Visual impairment,6,NA,NA,0,0,0,0,5,1,0
2012,OHIO,All Disabilities,232552,4156,228396,384,1669,45092,8954,76,9842,166535
2012,OHIO,Autism,17210,NA,NA,18,260,2159,480,6,659,13628
2012,OHIO,Deaf-blindness,48,NA,NA,1,0,6,1,0,3,37
2012,OHIO,Developmental delay (valid only for children ages 3-9 when defined by state),0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,OHIO,Emotional disturbance,15601,NA,NA,25,47,4997,512,6,920,9094
2012,OHIO,Hearing impairment,2117,NA,NA,4,42,365,108,3,80,1515
2012,OHIO,Intellectual disability,22641,NA,NA,39,105,6365,771,3,925,14433
2012,OHIO,Multiple disabilities,13023,NA,NA,13,134,2564,428,8,463,9413
2012,OHIO,Orthopedic impairment,1526,NA,NA,0,33,226,47,0,63,1157
2012,OHIO,Other health impairment,33349,NA,NA,55,181,5523,1170,10,1535,24875
2012,OHIO,Specific learning disability,97196,NA,NA,193,465,19041,4194,28,4026,69249
2012,OHIO,Speech or language impairment,27556,NA,NA,33,359,3463,1164,11,1082,21444
2012,OHIO,Traumatic brain injury,1388,NA,NA,3,12,265,46,1,59,1002
2012,OHIO,Visual impairment,897,NA,NA,0,31,118,33,0,27,688
2012,OKLAHOMA,All Disabilities,92393,4309,88084,15520,707,10768,9885,135,3328,52050
2012,OKLAHOMA,Autism,3911,NA,NA,518,95,325,298,3,131,2541
2012,OKLAHOMA,Deaf-blindness,9,NA,NA,1,1,0,1,0,0,6
2012,OKLAHOMA,Developmental delay (valid only for children ages 3-9 when defined by state),11083,NA,NA,1697,91,912,1106,28,497,6752
2012,OKLAHOMA,Emotional disturbance,4290,NA,NA,658,15,710,212,4,186,2505
2012,OKLAHOMA,Hearing impairment,1042,NA,NA,123,20,111,134,0,43,611
2012,OKLAHOMA,Intellectual disability,5464,NA,NA,886,52,1002,642,16,187,2679
2012,OKLAHOMA,Multiple disabilities,1510,NA,NA,235,19,167,142,3,49,895
2012,OKLAHOMA,Orthopedic impairment,371,NA,NA,43,1,37,52,1,19,218
2012,OKLAHOMA,Other health impairment,13318,NA,NA,2146,57,1356,819,14,532,8394
2012,OKLAHOMA,Specific learning disability,40514,NA,NA,7326,199,5340,5357,54,1237,21001
2012,OKLAHOMA,Speech or language impairment,10131,NA,NA,1766,145,748,1058,11,422,5981
2012,OKLAHOMA,Traumatic brain injury,236,NA,NA,43,3,27,23,0,10,130
2012,OKLAHOMA,Visual impairment,514,NA,NA,78,9,33,41,1,15,337
2012,OREGON,All Disabilities,72131,7054,65077,1724,1551,2686,15668,374,2724,47404
2012,OREGON,Autism,7888,NA,NA,131,313,175,978,30,339,5922
2012,OREGON,Deaf-blindness,10,NA,NA,0,2,0,3,0,0,5
2012,OREGON,Developmental delay (valid only for children ages 3-9 when defined by state),0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,OREGON,Emotional disturbance,4524,NA,NA,123,47,288,544,17,241,3264
2012,OREGON,Hearing impairment,810,NA,NA,16,52,42,236,17,27,420
2012,OREGON,Intellectual disability,3847,NA,NA,109,81,156,813,17,118,2553
2012,OREGON,Multiple disabilities,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,OREGON,Orthopedic impairment,705,NA,NA,13,30,20,127,2,17,496
2012,OREGON,Other health impairment,10956,NA,NA,269,148,543,1518,42,447,7989
2012,OREGON,Specific learning disability,26897,NA,NA,718,325,960,7345,134,898,16517
2012,OREGON,Speech or language impairment,15938,NA,NA,334,542,481,3988,114,617,9862
2012,OREGON,Traumatic brain injury,256,NA,NA,7,2,10,50,1,10,176
2012,OREGON,Visual impairment,300,NA,NA,4,9,11,66,0,10,200
2012,PENNSYLVANIA,All Disabilities,262461,6703,255758,484,3560,46024,24205,98,5259,182831
2012,PENNSYLVANIA,Autism,22117,NA,NA,33,570,2526,1346,20,728,16894
2012,PENNSYLVANIA,Deaf-blindness,89,NA,NA,0,2,11,5,0,3,68
2012,PENNSYLVANIA,Developmental delay (valid only for children ages 3-9 when defined by state),129,NA,NA,0,2,23,10,0,5,89
2012,PENNSYLVANIA,Emotional disturbance,22858,NA,NA,57,111,5962,1864,3,486,14375
2012,PENNSYLVANIA,Hearing impairment,2720,NA,NA,7,108,371,252,1,83,1898
2012,PENNSYLVANIA,Intellectual disability,18794,NA,NA,24,319,4530,1774,3,472,11672
2012,PENNSYLVANIA,Multiple disabilities,2868,NA,NA,4,70,382,280,2,78,2052
2012,PENNSYLVANIA,Orthopedic impairment,724,NA,NA,0,21,124,67,1,22,489
2012,PENNSYLVANIA,Other health impairment,29692,NA,NA,59,286,4326,2475,15,558,21973
2012,PENNSYLVANIA,Specific learning disability,121646,NA,NA,230,1167,23336,13412,30,1890,81581
2012,PENNSYLVANIA,Speech or language impairment,39068,NA,NA,61,866,4184,2588,22,886,30461
2012,PENNSYLVANIA,Traumatic brain injury,655,NA,NA,3,6,84,46,0,12,504
2012,PENNSYLVANIA,Visual impairment,1101,NA,NA,6,32,165,86,1,36,775
2012,PUERTO RICO,All Disabilities,116936,809,116127,205,8,38,116558,10,0,117
2012,PUERTO RICO,Autism,2970,NA,NA,3,1,1,2965,0,0,0
