year,state,disability,total_6to21,aian,api,black,hisp,white,total_ethnicity
2007,Missouri,Speech or language impairments,33323,126,379,4853,826,27139,33323
2007,Missouri,Visual impairments,485,NA,NA,89,19,368,476
2007,Missouri,Emotional disturbance,7837,52,26,2542,109,5108,7837
2007,Missouri,Orthopedic impairments,558,0,NA,NA,17,452,469
2007,Missouri,Other health impairments,16651,93,71,2739,230,13518,16651
2007,Missouri,Specific learning disabilities,44028,214,234,10351,1136,32093,44028
2007,Missouri,Deaf-blindness,34,NA,0,NA,NA,27,27
2007,Missouri,Multiple disabilities,1465,9,18,375,30,1033,1465
2007,Missouri,Autism,4966,18,100,752,97,3999,4966
2007,Missouri,Traumatic brain injury,457,NA,NA,100,NA,341,441
2007,Missouri,Developmental delay,531,NA,NA,111,20,382,513
2007,Missouri,All disabilities,122663,577,982,25696,2798,92610,122663
2007,Montana,Mental retardation,1005,186,NA,NA,41,751,978
2007,Montana,Hearing impairments,158,12,NA,NA,7,134,153
2007,Montana,Speech or language impairments,3252,510,44,33,84,2581,3252
2007,Montana,Visual impairments,NA,7,NA,0,NA,NA,7
2007,Montana,Emotional disturbance,984,147,NA,NA,23,794,964
2007,Montana,Orthopedic impairments,59,5,NA,NA,NA,48,53
2007,Montana,Other health impairments,1711,147,5,24,41,1494,1711
2007,Montana,Specific learning disabilities,7955,1419,41,98,239,6158,7955
2007,Montana,Deaf-blindness,NA,NA,0,0,0,NA,0
2007,Montana,Multiple disabilities,553,59,NA,NA,14,470,543
2007,Montana,Autism,389,19,NA,NA,7,356,382
2007,Montana,Traumatic brain injury,63,NA,0,NA,0,50,50
2007,Montana,Developmental delay,0,0,0,0,0,0,0
2007,Montana,All disabilities,16187,2525,120,201,459,12882,16187
2007,Nebraska,Mental retardation,4939,137,48,587,578,3589,4939
2007,Nebraska,Hearing impairments,618,10,14,42,76,476,618
2007,Nebraska,Speech or language impairments,10098,170,191,636,1144,7957,10098
2007,Nebraska,Visual impairments,199,NA,8,NA,13,NA,21
2007,Nebraska,Emotional disturbance,2209,92,12,413,114,1578,2209
2007,Nebraska,Orthopedic impairments,336,NA,NA,20,18,289,327
2007,Nebraska,Other health impairments,5138,103,43,537,295,4160,5138
2007,Nebraska,Specific learning disabilities,14037,409,136,1332,1794,10366,14037
2007,Nebraska,Deaf-blindness,10,0,NA,0,0,NA,0
2007,Nebraska,Multiple disabilities,378,7,5,26,37,303,378
2007,Nebraska,Autism,1244,10,32,70,75,1057,1244
2007,Nebraska,Traumatic brain injury,223,NA,NA,NA,22,182,204
2007,Nebraska,Developmental delay,1079,46,13,50,125,845,1079
2007,Nebraska,All disabilities,40508,991,512,3735,4291,30979,40508
2007,Nevada,Mental retardation,1856,44,116,330,659,707,1856
2007,Nevada,Hearing impairments,525,6,48,48,204,219,525
2007,Nevada,Speech or language impairments,6633,152,360,604,2000,3517,6633
2007,Nevada,Visual impairments,155,NA,NA,NA,NA,NA,0
2007,Nevada,Emotional disturbance,2013,46,42,419,260,1246,2013
2007,Nevada,Orthopedic impairments,306,NA,NA,35,97,155,287
2007,Nevada,Other health impairments,2972,55,73,411,483,1950,2972
2007,Nevada,Specific learning disabilities,24711,637,744,4420,8759,10151,24711
2007,Nevada,Deaf-blindness,9,NA,NA,NA,NA,NA,0
2007,Nevada,Multiple disabilities,892,17,63,131,282,399,892
2007,Nevada,Autism,2010,30,187,204,400,1189,2010
2007,Nevada,Traumatic brain injury,190,NA,NA,25,65,90,180
2007,Nevada,Developmental delay,0,0,0,0,0,0,0
2007,Nevada,All disabilities,42272,996,1664,6647,13262,19703,42272
2007,New Hampshire,Mental retardation,923,NA,NA,30,42,840,912
2007,New Hampshire,Hearing impairments,194,NA,6,NA,7,177,190
2007,New Hampshire,Speech or language impairments,4620,NA,NA,97,128,4319,4544
2007,New Hampshire,Visual impairments,98,0,NA,NA,NA,90,90
2007,New Hampshire,Emotional disturbance,2675,NA,NA,45,56,2558,2659
2007,New Hampshire,Orthopedic impairments,102,NA,0,NA,NA,96,96
2007,New Hampshire,Other health impairments,5043,11,17,104,108,4803,5043
2007,New Hampshire,Specific learning disabilities,12983,32,72,244,435,12200,12983
2007,New Hampshire,Deaf-blindness,61,0,0,NA,NA,55,55
2007,New Hampshire,Multiple disabilities,377,NA,NA,10,15,349,374
2007,New Hampshire,Autism,1155,NA,NA,14,20,1105,1139
2007,New Hampshire,Traumatic brain injury,60,0,0,NA,NA,55,55
2007,New Hampshire,Developmental delay,1460,7,24,38,43,1348,1460
2007,New Hampshire,All disabilities,29751,68,227,597,864,27995,29751
2007,New Jersey,Mental retardation,6115,19,228,2228,1761,1879,6115
2007,New Jersey,Hearing impairments,1654,NA,NA,255,386,883,1524
2007,New Jersey,Speech or language impairments,47459,99,2624,6153,8004,30579,47459
2007,New Jersey,Visual impairments,672,NA,NA,87,110,436,633
2007,New Jersey,Emotional disturbance,11310,20,134,4109,1802,5245,11310
2007,New Jersey,Orthopedic impairments,529,NA,NA,56,76,359,491
2007,New Jersey,Other health impairments,28644,43,609,4881,3854,19257,28644
2007,New Jersey,Specific learning disabilities,96519,181,1794,20401,19260,54883,96519
2007,New Jersey,Deaf-blindness,39,0,0,7,10,22,39
2007,New Jersey,Multiple disabilities,27600,44,805,8341,4765,13645,27600
2007,New Jersey,Autism,8864,15,753,1254,1064,5778,8864
2007,New Jersey,Traumatic brain injury,1114,NA,NA,368,183,519,1070
2007,New Jersey,Developmental delay,0,0,0,0,0,0,0
2007,New Jersey,All disabilities,230519,431,7188,48140,41275,133485,230519
2007,New Mexico,Mental retardation,1719,246,20,66,950,437,1719
2007,New Mexico,Hearing impairments,547,76,7,15,310,139,547
2007,New Mexico,Speech or language impairments,8705,933,74,231,4993,2474,8705
2007,New Mexico,Visual impairments,173,31,NA,NA,NA,NA,31
2007,New Mexico,Emotional disturbance,2265,272,12,108,1056,817,2265
2007,New Mexico,Orthopedic impairments,190,NA,NA,NA,108,61,169
2007,New Mexico,Other health impairments,3081,238,19,105,1390,1329,3081
2007,New Mexico,Specific learning disabilities,18550,2403,93,653,10687,4714,18550
2007,New Mexico,Deaf-blindness,9,NA,0,0,NA,NA,0
2007,New Mexico,Multiple disabilities,911,158,8,23,442,280,911
2007,New Mexico,Autism,763,44,19,21,277,402,763
2007,New Mexico,Traumatic brain injury,191,30,NA,NA,100,57,187
2007,New Mexico,Developmental delay,2943,404,13,85,1701,740,2943
2007,New Mexico,All disabilities,40047,4851,269,1320,22104,11503,40047
2007,New York,Mental retardation,13369,71,541,4434,3369,4954,13369
2007,New York,Hearing impairments,4718,22,382,884,1297,2133,4718
2007,New York,Speech or language impairments,78175,427,3587,17097,24996,32068,78175
2007,New York,Visual impairments,1500,14,92,305,345,744,1500
2007,New York,Emotional disturbance,36121,303,465,14400,7832,13121,36121
2007,New York,Orthopedic impairments,2412,21,117,525,502,1247,2412
2007,New York,Other health impairments,50441,224,817,7670,5527,36203,50441
2007,New York,Specific learning disabilities,167073,1238,4032,40326,40463,81014,167073
2007,New York,Deaf-blindness,6,0,0,0,0,6,6
2007,New York,Multiple disabilities,19817,85,634,3979,2959,12160,19817
2007,New York,Autism,15817,83,805,2910,2309,9710,15817
2007,New York,Traumatic brain injury,1226,7,37,252,150,780,1226
2007,New York,Developmental delay,0,0,0,0,0,0,0
2007,New York,All disabilities,390675,2495,11509,92782,89749,194140,390675
2007,North Carolina,Mental retardation,22512,665,179,12239,1346,7684,22113
2007,North Carolina,Hearing impairments,2103,23,49,635,261,1072,2040
2007,North Carolina,Speech or language impairments,29258,659,421,7304,1970,17860,28214
2007,North Carolina,Visual impairments,657,0,13,211,38,375,637
2007,North Carolina,Emotional disturbance,8520,71,14,4462,181,3480,8208
2007,North Carolina,Orthopedic impairments,973,NA,NA,215,64,640,919
2007,North Carolina,Other health impairments,28671,346,120,8699,785,17730,27680
2007,North Carolina,Specific learning disabilities,62476,1022,534,19786,6310,33135,60787
2007,North Carolina,Deaf-blindness,34,0,NA,5,NA,21,26
2007,North Carolina,Multiple disabilities,1996,27,25,619,141,1131,1943
2007,North Carolina,Autism,7463,34,138,2076,296,4642,7186
2007,North Carolina,Traumatic brain injury,488,NA,NA,178,NA,255,433
2007,North Carolina,Developmental delay,6603,71,59,2655,637,2934,6356
2007,North Carolina,All disabilities,171754,2930,1576,59084,12062,90959,166611
2007,North Dakota,Mental retardation,897,107,8,31,27,724,897
2007,North Dakota,Hearing impairments,103,14,0,NA,NA,85,99
2007,North Dakota,Speech or language impairments,3166,296,35,58,81,2696,3166
2007,North Dakota,Visual impairments,41,NA,NA,0,NA,36,36
2007,North Dakota,Emotional disturbance,1052,138,NA,47,NA,843,1028
2007,North Dakota,Orthopedic impairments,103,5,0,NA,NA,95,100
2007,North Dakota,Other health impairments,1389,105,NA,36,NA,1224,1365
2007,North Dakota,Specific learning disabilities,4307,533,NA,NA,132,3549,4214
2007,North Dakota,Deaf-blindness,9,NA,0,0,0,NA,0
2007,North Dakota,Multiple disabilities,0,0,0,0,0,0,0
2007,North Dakota,Autism,398,9,5,16,9,359,398
2007,North Dakota,Traumatic brain injury,36,5,NA,0,NA,NA,5
2007,North Dakota,Developmental delay,555,91,NA,NA,19,432,542
2007,North Dakota,All disabilities,12056,1307,73,286,312,10078,12056
2007,Northern Marianas,Mental retardation,67,NA,NA,0,0,0,0
2007,Northern Marianas,Hearing impairments,19,0,19,0,0,0,19
2007,Northern Marianas,Speech or language impairments,47,0,NA,0,NA,0,0
2007,Northern Marianas,Visual impairments,8,0,8,0,0,0,8
2007,Northern Marianas,Emotional disturbance,7,0,NA,0,0,NA,0
2007,Northern Marianas,Orthopedic impairments,NA,NA,NA,0,0,0,0
2007,Northern Marianas,Other health impairments,48,0,NA,NA,0,0,0
2007,Northern Marianas,Specific learning disabilities,406,0,NA,0,0,NA,0
2007,Northern Marianas,Deaf-blindness,0,0,0,0,0,0,0
2007,Northern Marianas,Multiple disabilities,21,0,21,0,0,0,21
2007,Northern Marianas,Autism,46,0,NA,0,0,NA,0
2007,Northern Marianas,Traumatic brain injury,NA,NA,NA,0,0,0,0
2007,Northern Marianas,Developmental delay,29,0,29,0,0,0,29
2007,Northern Marianas,All disabilities,706,0,701,NA,NA,NA,701
2007,Ohio,Mental retardation,35374,54,105,10982,733,22436,34310
2007,Ohio,Hearing impairments,2376,NA,NA,395,84,1797,2276
2007,Ohio,Speech or language impairments,33516,56,320,4384,726,26882,32368
2007,Ohio,Visual impairments,971,0,NA,NA,22,750,772
2007,Ohio,Emotional disturbance,19032,33,40,6003,363,11755,18194
2007,Ohio,Orthopedic impairments,1844,NA,NA,295,36,1424,1755
2007,Ohio,Other health impairments,24221,38,98,3393,411,19447,23387
2007,Ohio,Specific learning disabilities,104375,221,433,18306,2812,79415,101187
2007,Ohio,Deaf-blindness,42,NA,NA,NA,0,34,34
2007,Ohio,Multiple disabilities,13843,19,104,2821,320,10242,13506
2007,Ohio,Autism,9895,16,135,1159,163,8114,9587
2007,Ohio,Traumatic brain injury,1116,NA,NA,200,26,847,1073
2007,Ohio,Developmental delay,0,0,0,0,0,0,0
2007,Ohio,All disabilities,246605,445,1311,48087,5696,183143,238682
2007,Oklahoma,Mental retardation,5942,1004,50,1273,468,3147,5942
2007,Oklahoma,Hearing impairments,871,124,19,77,94,557,871
2007,Oklahoma,Speech or language impairments,11763,2224,158,1057,817,7507,11763
2007,Oklahoma,Visual impairments,380,NA,10,NA,18,266,294
2007,Oklahoma,Emotional disturbance,4953,782,25,761,149,3236,4953
2007,Oklahoma,Orthopedic impairments,422,67,NA,45,NA,268,380
2007,Oklahoma,Other health impairments,8884,1474,53,926,328,6103,8884
2007,Oklahoma,Specific learning disabilities,44106,8549,308,6288,3634,25327,44106
2007,Oklahoma,Deaf-blindness,20,NA,0,NA,0,12,12
2007,Oklahoma,Multiple disabilities,1488,234,24,182,102,946,1488
2007,Oklahoma,Autism,1906,246,43,185,80,1352,1906
2007,Oklahoma,Traumatic brain injury,281,68,NA,30,NA,163,261
2007,Oklahoma,Developmental delay,6690,1148,80,658,453,4351,6690
2007,Oklahoma,All disabilities,87706,15982,776,11514,6199,53235,87706
2007,Oregon,Mental retardation,4121,131,121,223,634,3012,4121
2007,Oregon,Hearing impairments,835,19,50,32,218,516,835
2007,Oregon,Speech or language impairments,16046,447,657,635,2943,11364,16046
2007,Oregon,Visual impairments,325,NA,14,NA,63,231,308
2007,Oregon,Emotional disturbance,4631,175,51,321,389,3695,4631
2007,Oregon,Orthopedic impairments,745,14,31,28,108,564,745
2007,Oregon,Other health impairments,8597,253,146,512,820,6866,8597
2007,Oregon,Specific learning disabilities,28042,950,504,1190,5352,20046,28042
2007,Oregon,Deaf-blindness,21,0,NA,NA,NA,15,15
2007,Oregon,Multiple disabilities,0,0,0,0,0,0,0
2007,Oregon,Autism,6071,131,241,164,488,5047,6071
2007,Oregon,Traumatic brain injury,258,NA,NA,10,NA,202,212
2007,Oregon,Developmental delay,0,0,0,0,0,0,0
2007,Oregon,All disabilities,69692,2135,1822,3126,11051,51558,69692
2007,Pennsylvania,Mental retardation,22726,39,230,5656,1666,15135,22726
2007,Pennsylvania,Hearing impairments,2731,NA,NA,410,234,2006,2650
2007,Pennsylvania,Speech or language impairments,39807,62,617,4704,1761,32663,39807
2007,Pennsylvania,Visual impairments,1143,5,16,206,59,857,1143
2007,Pennsylvania,Emotional disturbance,25459,56,116,6780,1685,16822,25459
2007,Pennsylvania,Orthopedic impairments,824,NA,NA,168,73,567,808
2007,Pennsylvania,Other health impairments,16513,18,117,2063,887,13428,16513
2007,Pennsylvania,Specific learning disabilities,141013,219,1133,26043,11528,102090,141013
2007,Pennsylvania,Deaf-blindness,58,0,NA,17,NA,32,49
2007,Pennsylvania,Multiple disabilities,2777,NA,NA,459,224,2031,2714
2007,Pennsylvania,Autism,11802,21,298,1455,494,9534,11802
2007,Pennsylvania,Traumatic brain injury,788,NA,NA,95,34,650,779
2007,Pennsylvania,Developmental delay,79,0,NA,19,NA,51,70
2007,Pennsylvania,All disabilities,265720,430,2692,48075,18657,195866,265720
2007,Puerto Rico,Mental retardation,9866,14,NA,NA,9818,NA,9832
2007,Puerto Rico,Hearing impairments,727,NA,NA,0,NA,NA,0
2007,Puerto Rico,Speech or language impairments,15800,19,9,15,15745,12,15800
2007,Puerto Rico,Visual impairments,542,NA,0,NA,NA,NA,0
2007,Puerto Rico,Emotional disturbance,1171,0,0,NA,1167,NA,1167
2007,Puerto Rico,Orthopedic impairments,475,NA,0,0,NA,0,0
2007,Puerto Rico,Other health impairments,5742,0,NA,NA,NA,NA,0
2007,Puerto Rico,Specific learning disabilities,53211,NA,21,NA,53054,41,53116
2007,Puerto Rico,Deaf-blindness,59,NA,0,0,NA,0,0
2007,Puerto Rico,Multiple disabilities,1100,0,NA,NA,NA,NA,0
2007,Puerto Rico,Autism,1286,NA,NA,NA,NA,NA,0
2007,Puerto Rico,Traumatic brain injury,47,NA,0,0,NA,0,0
2007,Puerto Rico,Developmental delay,10,NA,0,0,NA,0,0
2007,Puerto Rico,All disabilities,90036,NA,NA,98,89733,83,89914
2007,Rhode Island,Mental retardation,1110,7,26,155,312,610,1110
2007,Rhode Island,Hearing impairments,196,NA,NA,14,34,138,186
2007,Rhode Island,Speech or language impairments,4982,39,109,367,826,3641,4982
2007,Rhode Island,Visual impairments,NA,0,NA,NA,8,NA,8
2007,Rhode Island,Emotional disturbance,2757,47,25,470,500,1715,2757
2007,Rhode Island,Orthopedic impairments,81,NA,NA,7,5,64,76
2007,Rhode Island,Other health impairments,4375,42,28,260,386,3659,4375
2007,Rhode Island,Specific learning disabilities,10957,123,155,1203,2491,6985,10957
2007,Rhode Island,Deaf-blindness,NA,NA,0,0,0,NA,0
2007,Rhode Island,Multiple disabilities,301,NA,NA,14,49,228,291
2007,Rhode Island,Autism,1184,5,24,62,72,1021,1184
2007,Rhode Island,Traumatic brain injury,65,0,NA,NA,10,51,61
2007,Rhode Island,Developmental delay,0,0,0,0,0,0,0
2007,Rhode Island,All disabilities,26066,270,390,2557,4693,18156,26066
2007,South Carolina,Mental retardation,10388,26,51,6803,217,3291,10388
2007,South Carolina,Hearing impairments,1042,NA,NA,444,54,524,1022
2007,South Carolina,Speech or language impairments,19261,34,173,7048,623,11383,19261
2007,South Carolina,Visual impairments,433,NA,NA,164,11,248,423
2007,South Carolina,Emotional disturbance,4199,11,8,2319,51,1810,4199
2007,South Carolina,Orthopedic impairments,730,NA,NA,245,23,452,720
2007,South Carolina,Other health impairments,8364,21,19,2865,143,5316,8364
2007,South Carolina,Specific learning disabilities,45587,127,137,20514,1699,23110,45587
2007,South Carolina,Deaf-blindness,6,0,0,NA,0,NA,0
2007,South Carolina,Multiple disabilities,436,0,NA,122,NA,293,415
2007,South Carolina,Autism,2337,NA,NA,943,60,1293,2296
2007,South Carolina,Traumatic brain injury,184,0,0,NA,NA,NA,0
2007,South Carolina,Developmental delay,292,NA,0,153,NA,119,272
2007,South Carolina,All disabilities,93259,228,463,41693,2924,47951,93259
2007,South Dakota,Mental retardation,1189,241,11,38,33,866,1189
2007,South Dakota,Hearing impairments,136,21,NA,6,NA,102,129
2007,South Dakota,Speech or language impairments,3566,543,47,47,81,2848,3566
2007,South Dakota,Visual impairments,NA,NA,NA,0,0,NA,0
2007,South Dakota,Emotional disturbance,958,176,NA,30,NA,725,931
2007,South Dakota,Orthopedic impairments,76,7,NA,NA,NA,65,72
2007,South Dakota,Other health impairments,1447,175,7,53,24,1188,1447
2007,South Dakota,Specific learning disabilities,6443,1280,49,134,207,4773,6443
2007,South Dakota,Deaf-blindness,NA,NA,0,0,0,NA,0
2007,South Dakota,Multiple disabilities,853,127,12,36,28,650,853
2007,South Dakota,Autism,523,48,NA,NA,11,457,516
2007,South Dakota,Traumatic brain injury,56,14,0,NA,NA,38,52
2007,South Dakota,Developmental delay,0,0,0,0,0,0,0
2007,South Dakota,All disabilities,15288,2637,140,352,414,11745,15288
2007,Tennessee,Mental retardation,9251,10,43,4516,201,4481,9251
2007,Tennessee,Hearing impairments,1357,NA,NA,391,64,872,1327
2007,Tennessee,Speech or language impairments,26088,49,226,5529,755,19529,26088
2007,Tennessee,Visual impairments,704,NA,NA,165,30,497,692
2007,Tennessee,Emotional disturbance,3694,15,13,1119,68,2479,3694
2007,Tennessee,Orthopedic impairments,791,NA,NA,122,30,631,783
2007,Tennessee,Other health impairments,11880,17,30,2319,162,9352,11880
2007,Tennessee,Specific learning disabilities,45166,97,182,13382,1462,30043,45166
2007,Tennessee,Deaf-blindness,NA,0,0,NA,0,NA,0
2007,Tennessee,Multiple disabilities,1938,NA,NA,475,49,1392,1916
2007,Tennessee,Autism,3477,5,59,678,89,2646,3477
2007,Tennessee,Traumatic brain injury,NA,NA,NA,NA,12,NA,12
2007,Tennessee,Developmental delay,4027,9,45,1124,175,2674,4027
2007,Tennessee,All disabilities,108661,213,662,29880,3097,74809,108661
2007,Texas,Mental retardation,27096,79,543,7452,11703,7319,27096
2007,Texas,Hearing impairments,6220,18,191,860,3099,2052,6220
2007,Texas,Speech or language impairments,67101,300,1433,8513,29278,27577,67101
2007,Texas,Visual impairments,2780,9,80,453,1083,1155,2780
2007,Texas,Emotional disturbance,33139,175,200,7444,9927,15393,33139
2007,Texas,Orthopedic impairments,4119,13,99,566,1884,1557,4119
2007,Texas,Other health impairments,54471,286,558,9995,16446,27186,54471
2007,Texas,Specific learning disabilities,214728,904,1767,42300,105743,64014,214728
2007,Texas,Deaf-blindness,96,0,NA,NA,35,45,80
2007,Texas,Multiple disabilities,4745,14,105,803,1863,1960,4745
2007,Texas,Autism,19479,80,976,2762,5665,9996,19479
2007,Texas,Traumatic brain injury,1247,8,NA,NA,467,534,1009
2007,Texas,Developmental delay,0,0,0,0,0,0,0
2007,Texas,All disabilities,435221,1886,5970,81384,187193,158788,435221
2007,U.S. and Outlying Areas,Mental retardation,497480,6436,10893,155335,82625,240336,495625
2007,U.S. and Outlying Areas,Hearing impairments,71956,857,3827,11531,17292,38272,71779
2007,U.S. and Outlying Areas,Speech or language impairments,1151869,15608,37605,174938,222912,697437,1148500
2007,U.S. and Outlying Areas,Visual impairments,26369,339,1086,4411,5312,15142,26290
2007,U.S. and Outlying Areas,Emotional disturbance,439684,7038,5137,126386,51597,247680,437838
2007,U.S. and Outlying Areas,Orthopedic impairments,60454,611,2252,8580,13562,35328,60333
2007,U.S. and Outlying Areas,Other health impairments,630689,7954,9698,110979,70751,428562,627944
2007,U.S. and Outlying Areas,Specific learning disabilities,2616297,44851,47192,528795,618099,1370715,2609652
2007,U.S. and Outlying Areas,Deaf-blindness,1380,26,66,169,309,804,1374
2007,U.S. and Outlying Areas,Multiple disabilities,132510,1647,3791,27375,18821,80463,132097
2007,U.S. and Outlying Areas,Autism,258017,1910,14202,36280,32928,171809,257129
2007,U.S. and Outlying Areas,Traumatic brain injury,23871,373,586,3881,3239,15725,23804
2007,U.S. and Outlying Areas,Developmental delay,88629,3213,2469,20204,9142,53116,88144
2007,U.S. and Outlying Areas,All disabilities,5999205,90863,138804,1208864,1146589,3395389,5980509
2007,Utah,Mental retardation,3090,57,71,83,449,2430,3090
2007,Utah,Hearing impairments,559,12,16,8,115,408,559
2007,Utah,Speech or language impairments,11399,176,289,141,1243,9550,11399
2007,Utah,Visual impairments,217,NA,9,NA,31,174,214
2007,Utah,Emotional disturbance,2492,49,29,106,244,2064,2492
2007,Utah,Orthopedic impairments,180,5,NA,NA,NA,148,153
2007,Utah,Other health impairments,3698,58,39,81,283,3237,3698
2007,Utah,Specific learning disabilities,27617,862,487,558,5190,20520,27617
2007,Utah,Deaf-blindness,37,NA,0,0,NA,29,29
2007,Utah,Multiple disabilities,1505,33,35,41,185,1211,1505
2007,Utah,Autism,2356,20,50,37,122,2127,2356
2007,Utah,Traumatic brain injury,288,NA,NA,NA,35,235,270
2007,Utah,Developmental delay,1605,47,28,19,271,1240,1605
2007,Utah,All disabilities,55043,1329,1065,1082,8194,43373,55043
2007,Vermont,Mental retardation,NA,NA,NA,NA,NA,NA,0
2007,Vermont,Hearing impairments,NA,NA,NA,NA,NA,NA,0
2007,Vermont,Speech or language impairments,NA,NA,NA,NA,NA,NA,0
2007,Vermont,Visual impairments,NA,NA,NA,NA,NA,NA,0
2007,Vermont,Emotional disturbance,NA,NA,NA,NA,NA,NA,0
2007,Vermont,Orthopedic impairments,NA,NA,NA,NA,NA,NA,0
2007,Vermont,Other health impairments,NA,NA,NA,NA,NA,NA,0
2007,Vermont,Specific learning disabilities,NA,NA,NA,NA,NA,NA,0
2007,Vermont,Deaf-blindness,NA,NA,NA,NA,NA,NA,0
2007,Vermont,Multiple disabilities,NA,NA,NA,NA,NA,NA,0
2007,Vermont,Autism,NA,NA,NA,NA,NA,NA,0
2007,Vermont,Traumatic brain injury,NA,NA,NA,NA,NA,NA,0
2007,Vermont,Developmental delay,NA,NA,NA,NA,NA,NA,0
2007,Vermont,All disabilities,NA,NA,NA,NA,NA,NA,0
2007,Virgin Islands,Mental retardation,273,NA,0,218,NA,NA,218
2007,Virgin Islands,Hearing impairments,16,0,0,NA,NA,0,0
2007,Virgin Islands,Speech or language impairments,148,0,NA,116,19,NA,135
2007,Virgin Islands,Visual impairments,8,0,0,NA,NA,0,0
2007,Virgin Islands,Emotional disturbance,61,0,0,NA,NA,0,0
2007,Virgin Islands,Orthopedic impairments,NA,NA,0,NA,0,0,0
2007,Virgin Islands,Other health impairments,83,0,0,69,NA,NA,69
2007,Virgin Islands,Specific learning disabilities,704,0,NA,529,166,NA,695
2007,Virgin Islands,Deaf-blindness,0,0,0,0,0,0,0
2007,Virgin Islands,Multiple disabilities,41,0,0,NA,NA,NA,0
2007,Virgin Islands,Autism,NA,0,NA,29,NA,NA,29
2007,Virgin Islands,Traumatic brain injury,NA,0,0,NA,NA,0,0
2007,Virgin Islands,Developmental delay,28,0,0,NA,NA,NA,0
2007,Virgin Islands,All disabilities,1405,0,NA,1086,283,NA,1369
2007,Virginia,Mental retardation,11158,25,316,5214,668,4935,11158
2007,Virginia,Hearing impairments,1356,6,72,326,171,781,1356
2007,Virginia,Speech or language impairments,22762,64,766,5550,1806,14576,22762
2007,Virginia,Visual impairments,483,NA,NA,120,43,299,462
2007,Virginia,Emotional disturbance,10978,55,154,4395,549,5825,10978
2007,Virginia,Orthopedic impairments,817,NA,NA,183,78,504,765
2007,Virginia,Other health impairments,26747,98,321,7931,1114,17283,26747
2007,Virginia,Specific learning disabilities,60517,206,1391,19701,6350,32869,60517
2007,Virginia,Deaf-blindness,10,0,NA,NA,NA,NA,0
2007,Virginia,Multiple disabilities,2776,9,70,863,129,1705,2776
2007,Virginia,Autism,6813,21,437,1633,403,4319,6813
2007,Virginia,Traumatic brain injury,375,0,8,NA,NA,NA,8
2007,Virginia,Developmental delay,6859,16,131,2870,376,3466,6859
2007,Virginia,All disabilities,151651,504,3736,48905,11721,86785,151651
2007,Washington,Mental retardation,5045,254,284,443,893,3171,5045
2007,Washington,Hearing impairments,1198,35,109,67,235,752,1198
2007,Washington,Speech or language impairments,17136,636,1084,797,2362,12257,17136
2007,Washington,Visual impairments,295,NA,24,NA,56,189,269
2007,Washington,Emotional disturbance,4739,214,105,641,312,3467,4739
2007,Washington,Orthopedic impairments,545,NA,36,NA,69,398,503
2007,Washington,Other health impairments,21304,742,666,1614,1705,16577,21304
2007,Washington,Specific learning disabilities,44002,2067,1925,3717,8518,27775,44002
2007,Washington,Deaf-blindness,27,0,NA,NA,NA,22,22
2007,Washington,Multiple disabilities,2607,83,139,182,273,1930,2607
2007,Washington,Autism,5415,82,464,239,310,4320,5415
2007,Washington,Traumatic brain injury,351,20,NA,34,NA,231,285
2007,Washington,Developmental delay,7505,378,403,611,1294,4819,7505
2007,Washington,All disabilities,110169,4533,5256,8392,16080,75908,110169
2007,West Virginia,Mental retardation,7910,9,13,460,43,7385,7910
2007,West Virginia,Hearing impairments,437,0,NA,21,NA,408,429
2007,West Virginia,Speech or language impairments,11401,10,61,479,75,10776,11401
2007,West Virginia,Visual impairments,241,0,0,NA,NA,229,229
2007,West Virginia,Emotional disturbance,1859,NA,NA,185,13,1653,1851
2007,West Virginia,Orthopedic impairments,150,0,NA,8,NA,139,147
2007,West Virginia,Other health impairments,4820,NA,NA,270,19,4518,4807
2007,West Virginia,Specific learning disabilities,14134,NA,NA,841,126,13117,14084
2007,West Virginia,Deaf-blindness,22,0,NA,NA,0,18,18
2007,West Virginia,Multiple disabilities,0,0,0,0,0,0,0
2007,West Virginia,Autism,904,0,11,52,6,835,904
2007,West Virginia,Traumatic brain injury,128,0,0,18,0,110,128
2007,West Virginia,Developmental delay,0,0,0,0,0,0,0
2007,West Virginia,All disabilities,42006,NA,129,2348,NA,39188,41665
2007,Wisconsin,Mental retardation,10188,193,274,2181,744,6796,10188
2007,Wisconsin,Hearing impairments,1481,23,89,136,136,1097,1481
2007,Wisconsin,Speech or language impairments,22424,426,717,1951,1863,17467,22424
2007,Wisconsin,Visual impairments,388,NA,NA,NA,26,318,344
2007,Wisconsin,Emotional disturbance,14927,664,90,2700,662,10811,14927
2007,Wisconsin,Orthopedic impairments,973,18,35,133,69,718,973
2007,Wisconsin,Other health impairments,14575,240,168,4212,1008,8947,14575
2007,Wisconsin,Specific learning disabilities,40671,990,965,5692,3216,29808,40671
2007,Wisconsin,Deaf-blindness,NA,0,0,0,NA,NA,0
2007,Wisconsin,Multiple disabilities,0,0,0,0,0,0,0
2007,Wisconsin,Autism,5575,81,140,374,215,4765,5575
2007,Wisconsin,Traumatic brain injury,378,NA,NA,81,27,255,363
2007,Wisconsin,Developmental delay,NA,NA,NA,NA,NA,NA,0
2007,Wisconsin,All disabilities,111629,2639,2509,17491,7973,81017,111629
