Created,10/5/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised,1/21/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State,Disability,Age 3,Age 4,Age 5,Age 3 to 5,American Indian or Alaska Native Age 3 to 5,Asian or Pacific Islander Age 3 to 5,Black (not Hispanic) Age 3 to 5,Hispanic Age 3 to 5,White (not Hispanic) Age 3 to 5,Age 3-5 Ethnicity Totals,Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 6 to 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 12 to 17,Age 18,Age 19,Age 20,Age 21,Age 18 to 21,Age 6 to 21,American Indian or Alaska Native Age 6 to 21,Asian or Pacific Islander Age 6 to 21,Black (not Hispanic) Age 6 to 21,Hispanic Age 6 to 21,White (not Hispanic) Age 6 to 21,Age 6-21 Ethnicity Totals,Age 22,Age 6 to 22,Age 3-21 Totals
2005,Hawaii                                            ,Emotional disturbance              ,         x,         x,13,22,0,11,         x,         x,7,22,30,46,59,112,132,154,533,175,217,278,335,389,292,"1,686",96,         x,         x,0,111,"2,330",17,"1,728",57,80,448,"2,330",0,"2,330","2,352"
2005,Hawaii                                            ,Orthopedic impairments             ,         x,         x,9,20,0,14,         x,         x,         x,20,6,         x,         x,         x,9,5,         x,9,         x,6,         x,10,7,         x,         x,         x,0,0,         x,80,0,59,         x,0,         x,80,0,         x,100
2005,Hawaii                                            ,Other health impairments           ,18,26,41,85,         x,58,         x,         x,19,85,80,135,173,196,232,292,"1,108",251,280,273,207,206,119,"1,336",33,6,0,0,39,"2,483",23,"1,761",87,64,548,"2,483",0,"2,483","2,568"
2005,Hawaii                                            ,Specific learning disabilities     ,0,         x,         x,15,         x,8,0,         x,         x,15,98,250,467,637,733,845,"3,030",895,937,"1,071","1,180","1,134",983,"6,200",189,         x,         x,0,225,"9,455",60,"7,425",218,374,"1,378","9,455",0,"9,455","9,470"
2005,Hawaii                                            ,Deaf-blindness                     ,0,0,         x,         x,0,         x,0,0,0,         x,0,         x,0,0,0,         x,         x,0,0,0,0,         x,0,         x,0,0,0,0,0,         x,0,         x,0,0,0,         x,0,         x,4
2005,Hawaii                                            ,Multiple disabilities              ,22,24,17,63,0,         x,0,0,         x,63,17,21,39,37,35,19,168,27,31,24,28,19,22,151,19,15,6,0,40,359,         x,291,         x,8,51,359,0,359,422
2005,Hawaii                                            ,Autism                             ,34,54,61,149,0,98,         x,         x,42,149,65,81,75,74,83,72,450,61,85,53,52,45,39,335,11,10,5,0,26,811,0,542,21,20,228,811,         x,         x,960
2005,Hawaii                                            ,Traumatic brain injury             ,0,         x,         x,         x,0,         x,         x,0,0,         x,         x,         x,         x,7,6,         x,24,         x,6,10,8,         x,         x,40,         x,         x,0,0,7,71,         x,59,0,0,         x,71,0,71,         x
2005,Hawaii                                            ,Developmental delay                ,489,655,656,"1,800",22,"1,353",73,76,276,"1,800",423,341,232,21,0,0,"1,017",0,0,0,0,0,0,0,0,0,0,0,0,"1,017",8,805,38,48,118,"1,017",0,"1,017","2,817"
2005,Hawaii                                            ,All disabilities                   ,615,844,964,"2,423",24,"1,767",96,108,428,"2,423",941,"1,141","1,266","1,323","1,511","1,621","7,803","1,647","1,767","1,953","2,023","2,044","1,692","11,126",438,145,         x,         x,611,"19,540",128,"15,010",489,678,"3,235","19,540",         x,         x,"21,963"
2005,Idaho                                             ,Mental retardation                 ,         x,         x,16,23,0,0,0,         x,         x,23,33,52,66,112,133,132,528,155,150,174,173,180,165,997,117,53,         x,         x,208,"1,733",38,17,27,289,"1,362","1,733",0,0,"1,756"
2005,Idaho                                             ,Hearing impairments                ,15,14,15,44,         x,         x,         x,         x,37,44,20,16,15,14,20,17,102,18,20,21,21,26,18,124,18,         x,         x,0,26,252,         x,8,         x,35,204,252,0,0,296
2005,Idaho                                             ,Speech or language impairments     ,306,536,671,"1,513",23,19,7,131,"1,333","1,513",819,875,761,678,564,376,"4,073",280,268,174,113,98,63,996,19,         x,         x,0,26,"5,095",59,67,44,749,"4,176","5,095",0,0,"6,608"
2005,Idaho                                             ,Visual impairments                 ,         x,         x,5,11,         x,0,0,         x,9,11,7,         x,10,         x,7,         x,42,         x,         x,         x,         x,         x,         x,38,         x,         x,         x,         x,7,87,0,         x,         x,6,         x,87,0,0,98
2005,Idaho                                             ,Emotional disturbance              ,0,         x,         x,         x,0,0,0,0,         x,         x,12,42,52,79,91,133,409,131,145,158,161,134,104,833,40,         x,10,         x,62,"1,304",21,5,27,66,"1,185","1,304",0,0,         x
2005,Idaho                                             ,Orthopedic impairments             ,9,         x,         x,18,0,0,0,         x,         x,18,         x,9,         x,10,8,17,         x,11,         x,10,         x,9,         x,         x,         x,0,         x,0,         x,105,0,0,         x,         x,89,105,0,0,123
2005,Idaho                                             ,Other health impairments           ,11,15,26,52,0,         x,         x,7,43,52,45,70,138,196,173,224,846,220,231,223,212,188,119,"1,193",63,         x,         x,0,79,"2,118",49,13,42,127,"1,887","2,118",0,0,"2,170"
2005,Idaho                                             ,Specific learning disabilities     ,0,0,26,26,         x,         x,         x,5,18,26,137,318,599,876,"1,002","1,107","4,039","1,125","1,104","1,204","1,242","1,104",978,"6,757",443,64,         x,         x,524,"11,320",280,72,121,"1,831","9,016","11,320",0,0,"11,346"
2005,Idaho                                             ,Deaf-blindness                     ,0,0,         x,         x,0,0,0,         x,0,         x,0,0,         x,0,0,         x,         x,0,0,0,0,         x,0,         x,0,         x,0,         x,         x,6,0,0,0,         x,         x,6,0,0,         x
2005,Idaho                                             ,Multiple disabilities              ,8,14,6,28,         x,0,         x,         x,24,28,16,26,27,29,37,24,159,42,45,47,30,30,34,228,32,20,15,0,67,454,         x,         x,10,49,385,454,0,0,482
2005,Idaho                                             ,Autism                             ,18,36,32,86,         x,         x,0,5,75,86,72,73,50,84,95,89,463,69,85,74,64,38,21,351,12,10,         x,         x,30,844,15,11,11,45,762,844,0,0,930
2005,Idaho                                             ,Traumatic brain injury             ,         x,         x,         x,5,0,0,0,         x,         x,5,         x,         x,         x,         x,9,10,         x,         x,14,         x,21,13,15,         x,         x,0,         x,0,7,128,         x,         x,5,16,101,128,0,0,133
2005,Idaho                                             ,Developmental delay                ,565,878,788,"2,231",39,33,24,377,"1,758","2,231",590,455,328,159,0,0,"1,532",0,0,0,0,0,0,0,0,0,0,0,0,"1,532",41,12,25,252,"1,202","1,532",0,"1,532","3,763"
2005,Idaho                                             ,All disabilities                   ,938,"1,508","1,597","4,043",70,58,35,541,"3,339","4,043","1,759","1,947","2,057","2,251","2,139","2,134","12,287","2,072","2,076","2,102","2,047","1,826","1,526","11,649",753,184,94,11,"1,042","24,978",516,211,317,"3,482","20,452","24,978",0,0,"29,021"
2005,Illinois                                          ,Mental retardation                 ,70,110,320,500,0,12,142,121,225,500,956,"1,198","1,311","1,501","1,825","2,056","8,847","2,316","2,333","2,377","2,415","2,367","2,202","14,010","1,676",941,713,158,"3,488","26,345",30,491,"11,073","3,785","10,966","26,345",0,0,"26,845"
2005,Illinois                                          ,Hearing impairments                ,107,134,155,396,0,12,60,84,240,396,228,247,272,319,298,314,"1,678",315,324,291,298,290,244,"1,762",166,35,         x,         x,219,"3,659",         x,         x,666,728,"2,125","3,659",0,0,"4,055"
2005,Illinois                                          ,Speech or language impairments     ,"3,833","7,038","9,380","20,251",33,383,"2,048","2,914","14,873","20,251","11,261","11,133","9,412","7,672","5,490","3,655","48,623","2,163","1,361",820,442,345,257,"5,388",107,25,         x,         x,136,"54,147",90,"1,275","8,237","7,382","37,163","54,147",0,0,"74,398"
2005,Illinois                                          ,Visual impairments                 ,20,44,49,113,0,         x,         x,12,89,113,71,60,78,93,89,87,478,88,79,84,77,81,86,495,54,         x,         x,         x,80,"1,053",         x,         x,211,160,650,"1,053",0,0,"1,166"
2005,Illinois                                          ,Emotional disturbance              ,         x,         x,157,219,0,         x,58,         x,135,219,452,758,"1,000","1,303","1,578","2,006","7,097","2,527","2,982","3,341","3,776","3,795","3,144","19,565","1,507",384,122,25,"2,038","28,700",42,213,"10,125","2,549","15,771","28,700",0,0,"28,919"
2005,Illinois                                          ,Orthopedic impairments             ,102,131,142,375,0,14,68,78,215,375,178,175,169,167,197,182,"1,068",203,174,167,173,147,133,997,81,44,30,5,160,"2,225",         x,         x,472,364,"1,332","2,225",0,0,"2,600"
2005,Illinois                                          ,Other health impairments           ,207,244,372,823,         x,         x,122,94,596,823,871,"1,112","1,493","1,649","1,874","2,004","9,003","2,097","2,112","2,115","1,979","1,754","1,411","11,468",514,93,37,5,649,"21,120",31,204,"2,717","1,249","16,919","21,120",0,0,"21,943"
2005,Illinois                                          ,Specific learning disabilities     ,32,70,578,680,0,7,109,156,408,680,"2,324","4,432","7,304","9,842","11,671","13,302","48,875","14,129","14,967","15,173","14,867","13,912","12,096","85,144","5,655","1,005",166,16,"6,842","140,861",191,"1,462","33,315","25,577","80,316","140,861",0,0,"141,541"
2005,Illinois                                          ,Deaf-blindness                     ,         x,         x,         x,6,0,0,         x,0,         x,6,         x,0,         x,         x,         x,         x,12,         x,         x,6,         x,5,         x,23,         x,         x,         x,0,9,44,0,         x,9,         x,30,44,0,0,50
2005,Illinois                                          ,Multiple disabilities              ,69,67,69,205,0,7,31,45,122,205,104,93,92,99,81,88,557,80,76,73,         x,40,         x,384,         x,32,33,         x,97,"1,038",0,         x,175,         x,735,"1,038",0,0,"1,243"
2005,Illinois                                          ,Autism                             ,275,404,577,"1,256",         x,         x,194,176,798,"1,256",795,802,756,734,748,773,"4,608",659,631,553,438,395,296,"2,972",183,141,84,22,430,"8,010",8,342,"1,435",755,"5,470","8,010",0,0,"9,266"
2005,Illinois                                          ,Traumatic brain injury             ,13,         x,         x,46,0,         x,20,         x,         x,46,         x,37,         x,         x,         x,         x,250,         x,         x,69,78,85,74,437,65,21,         x,         x,101,788,         x,         x,253,128,400,788,0,0,834
2005,Illinois                                          ,Developmental delay                ,"2,881","4,293","3,410","10,584",11,274,"1,887","1,665","6,747","10,584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,584"
2005,Illinois                                          ,All disabilities                   ,"7,624","12,599","15,231","35,454",46,815,"4,747","5,374","24,472","35,454","17,269","20,047","21,935","23,427","23,897","24,521","131,096","24,650","25,106","25,069","24,608","23,216","19,996","142,645","10,038","2,740","1,229",242,"14,249","287,990",402,"4,236","68,688","42,787","171,877","287,990",0,0,"323,444"
2005,Indiana                                           ,Mental retardation                 ,149,245,572,966,         x,         x,199,67,692,966,927,"1,077","1,242","1,420","1,553","1,626","7,845","1,892","1,815","1,965","1,943","1,969","1,711","11,295","1,260",476,209,111,"2,056","21,196",35,74,"5,864",839,"14,384","21,196",0,0,"22,162"
2005,Indiana                                           ,Hearing impairments                ,53,93,105,251,         x,         x,18,13,216,251,130,137,132,167,170,180,916,137,183,166,161,147,132,926,89,30,         x,         x,123,"1,965",5,37,209,100,"1,614","1,965",0,0,"2,216"
2005,Indiana                                           ,Speech or language impairments     ,"2,601","3,750","6,047","12,398",25,100,972,485,"10,816","12,398","7,579","8,120","7,385","5,802",         x,         x,         x,"1,217",698,387,214,         x,         x,         x,         x,         x,         x,         x,         x,"37,771",68,285,"3,111","1,374","32,933","37,771",0,0,"50,169"
2005,Indiana                                           ,Visual impairments                 ,18,39,45,102,0,         x,7,         x,88,102,46,55,74,80,67,65,387,64,87,73,61,68,55,408,41,13,         x,         x,61,856,         x,         x,111,34,702,856,0,0,958
2005,Indiana                                           ,Emotional disturbance              ,         x,         x,59,72,0,0,         x,         x,62,72,180,359,502,735,"1,012","1,185","3,973","1,440","1,688","1,832","1,856","1,675","1,281","9,772",623,160,44,18,845,"14,590",44,25,"2,714",235,"11,572","14,590",0,0,"14,662"
2005,Indiana                                           ,Orthopedic impairments             ,71,107,115,293,         x,         x,21,11,256,293,135,116,125,126,130,137,769,110,92,117,109,104,99,631,68,19,6,0,93,"1,493",         x,         x,109,57,"1,307","1,493",0,0,"1,786"
2005,Indiana                                           ,Other health impairments           ,84,117,170,371,         x,         x,32,20,313,371,273,462,603,748,861,862,"3,809",911,938,891,794,730,547,"4,811",299,43,         x,         x,351,"8,971",18,24,741,127,"8,061","8,971",0,0,"9,342"
2005,Indiana                                           ,Specific learning disabilities     ,14,32,172,218,0,         x,11,         x,202,218,463,"1,331","2,691","4,123","5,051","5,580","19,239","6,351","6,559","6,965","7,128","6,601","5,684","39,288","3,646",684,84,28,"4,442","62,969",128,177,"7,573","2,554","52,537","62,969",0,0,"63,187"
2005,Indiana                                           ,Deaf-blindness                     ,         x,         x,         x,5,0,0,0,0,5,5,         x,         x,         x,         x,         x,         x,         x,0,         x,         x,         x,         x,         x,         x,         x,         x,0,0,         x,23,0,         x,         x,0,19,23,0,0,28
2005,Indiana                                           ,Multiple disabilities              ,87,86,120,293,0,6,22,21,244,293,127,163,137,128,138,138,831,118,140,128,111,125,76,698,83,48,41,39,211,"1,740",         x,         x,188,55,"1,485","1,740",0,0,"2,033"
2005,Indiana                                           ,Autism                             ,141,230,406,777,         x,         x,70,29,659,777,514,582,601,590,648,602,"3,537",595,536,468,408,337,255,"2,599",188,74,45,34,341,"6,477",9,66,597,142,"5,663","6,477",0,0,"7,254"
2005,Indiana                                           ,Traumatic brain injury             ,         x,8,         x,28,0,         x,         x,         x,20,28,         x,         x,         x,         x,         x,         x,         x,40,         x,         x,         x,         x,         x,         x,48,18,         x,         x,75,547,         x,         x,         x,20,461,547,0,0,575
2005,Indiana                                           ,Developmental delay                ,"1,281","1,531",642,"3,454",         x,         x,404,201,"2,822","3,454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,454"
2005,Indiana                                           ,All disabilities                   ,"4,510","6,250","8,468","19,228",36,168,"1,769",860,"16,395","19,228","10,397","12,426","13,516","13,954","13,526","12,668","76,487","12,875","12,778","13,049","12,846","11,934","9,978","73,460","6,388","1,572",450,241,"8,651","158,598",311,728,"21,284","5,537","130,738","158,598",0,0,"177,826"
2005,Iowa                                              ,Mental retardation                 ,210,314,381,905,         x,         x,45,43,803,905,453,571,696,790,842,922,"4,274",978,"1,056","1,084","1,109","1,030",909,"6,166",486,191,99,13,789,"11,229",76,100,"1,009",599,"9,445","11,229",0,0,"12,134"
2005,Iowa                                              ,Hearing impairments                ,15,25,39,79,0,0,         x,         x,65,79,45,53,52,59,57,73,339,75,70,71,61,53,51,381,30,11,         x,         x,47,767,         x,         x,50,44,654,767,0,0,846
2005,Iowa                                              ,Speech or language impairments     ,225,410,595,"1,230",         x,         x,60,50,"1,106","1,230",775,739,708,696,617,559,"4,094",506,494,480,481,413,354,"2,728",162,44,         x,         x,222,"7,044",40,80,506,356,"6,062","7,044",0,0,"8,274"
2005,Iowa                                              ,Visual impairments                 ,5,7,6,18,0,0,0,         x,         x,18,         x,12,9,         x,10,         x,         x,13,15,         x,15,16,         x,         x,13,         x,         x,0,20,         x,         x,         x,13,8,         x,         x,0,0,         x
2005,Iowa                                              ,Emotional disturbance              ,118,178,215,511,         x,         x,26,24,453,511,261,335,396,468,498,559,"2,517",569,633,695,717,667,577,"3,858",265,76,         x,         x,367,"6,742",51,52,699,317,"5,623","6,742",0,0,"7,253"
2005,Iowa                                              ,Orthopedic impairments             ,17,23,35,75,0,         x,         x,         x,68,75,35,44,51,54,62,67,313,67,71,78,74,72,71,433,40,11,5,0,56,802,5,7,57,43,690,802,0,0,877
2005,Iowa                                              ,Other health impairments           ,         x,         x,8,18,0,         x,         x,         x,14,18,14,22,33,51,67,62,249,58,91,79,61,49,46,384,23,         x,         x,0,30,663,7,5,54,21,576,663,0,0,681
2005,Iowa                                              ,Specific learning disabilities     ,732,"1,099","1,302","3,133",13,34,153,150,"2,783","3,133","1,536","1,934","2,383","2,765","2,931","3,176","14,725","3,299","3,559","3,595","3,747","3,347","2,964","20,511","1,359",373,124,14,"1,870","37,106",237,324,"3,057","1,969","31,519","37,106",0,0,"40,239"
2005,Iowa                                              ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,         x,         x,0,0,         x,0,0,0,         x,0,0,0,0,0,         x,0,0,0,0,         x,         x,0,0,         x
2005,Iowa                                              ,Multiple disabilities              ,7,10,15,32,0,0,         x,         x,29,32,15,20,22,30,26,30,143,32,38,37,31,36,29,203,12,         x,13,         x,37,383,         x,         x,27,18,331,383,0,0,415
2005,Iowa                                              ,Autism                             ,19,34,49,102,0,         x,         x,5,89,102,64,78,87,82,100,119,530,104,114,103,109,99,81,610,47,20,         x,         x,80,"1,220",9,22,87,49,"1,053","1,220",0,0,"1,322"
2005,Iowa                                              ,Traumatic brain injury             ,         x,         x,7,15,0,0,         x,         x,         x,15,         x,10,11,         x,19,17,76,19,21,         x,21,23,         x,116,13,         x,         x,0,20,212,         x,         x,16,8,186,212,0,0,227
2005,Iowa                                              ,Developmental delay                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Iowa                                              ,All disabilities                   ,"1,354","2,112","2,652","6,118",22,66,300,290,"5,440","6,118","3,217","3,818","4,448","5,015","5,229","5,597","27,324","5,720","6,162","6,256","6,426","5,805","5,108","35,477","2,450",748,305,35,"3,538","66,339",431,615,"5,575","3,432","56,286","66,339",0,0,"72,457"
2005,Kansas                                            ,Mental retardation                 ,5,10,41,56,         x,0,8,         x,40,56,111,152,200,259,348,339,"1,409",364,388,475,425,459,423,"2,534",289,172,80,23,564,"4,507",66,42,"1,000",473,"2,926","4,507",0,"4,507","4,563"
2005,Kansas                                            ,Hearing impairments                ,17,17,41,75,         x,         x,         x,8,58,75,30,46,45,34,48,35,238,53,46,39,42,39,31,250,23,         x,         x,0,29,517,8,13,40,74,382,517,0,517,592
2005,Kansas                                            ,Speech or language impairments     ,836,"1,261","1,744","3,841",46,32,222,281,"3,260","3,841","2,056","1,822","1,686","1,435","1,100",618,"8,717",329,190,154,72,71,55,871,         x,         x,0,0,25,"9,613",150,159,695,808,"7,801","9,613",0,"9,613","13,454"
2005,Kansas                                            ,Visual impairments                 ,11,11,16,38,0,         x,         x,6,26,38,13,11,         x,         x,14,14,         x,         x,24,14,13,         x,         x,         x,8,         x,         x,0,         x,181,         x,         x,28,25,122,181,0,181,219
2005,Kansas                                            ,Emotional disturbance              ,0,         x,         x,16,0,0,         x,0,         x,16,53,108,170,181,244,303,"1,059",347,408,385,425,361,380,"2,306",160,32,         x,         x,206,"3,571",60,15,591,212,"2,693","3,571",0,"3,571","3,587"
2005,Kansas                                            ,Orthopedic impairments             ,9,20,38,67,         x,         x,         x,5,53,67,42,40,37,46,30,31,226,22,         x,23,20,         x,24,130,         x,         x,         x,         x,11,367,         x,         x,24,25,312,367,0,367,434
2005,Kansas                                            ,Other health impairments           ,15,32,47,94,0,         x,         x,7,81,94,162,262,338,494,586,614,"2,456",648,711,759,717,715,616,"4,166",304,52,9,5,370,"6,992",95,38,764,370,"5,725","6,992",0,"6,992","7,086"
2005,Kansas                                            ,Specific learning disabilities     ,         x,         x,26,32,         x,0,         x,         x,22,32,228,577,"1,046","1,725","2,157","2,334","8,067","2,369","2,635","2,525","2,505","2,496","2,187","14,717","1,073",116,14,5,"1,208","23,992",453,227,"2,837","2,827","17,648","23,992",0,"23,992","24,024"
2005,Kansas                                            ,Deaf-blindness                     ,0,         x,0,         x,0,0,0,0,         x,         x,0,0,0,0,0,         x,         x,         x,         x,         x,0,         x,         x,         x,0,         x,         x,0,         x,9,0,         x,0,         x,6,9,0,9,         x
2005,Kansas                                            ,Multiple disabilities              ,18,16,39,73,0,         x,9,         x,55,73,50,72,88,119,109,167,605,171,197,211,236,214,209,"1,238",142,70,49,16,277,"2,120",32,20,247,145,"1,676","2,120",0,"2,120","2,193"
2005,Kansas                                            ,Autism                             ,32,45,95,172,0,5,25,12,130,172,98,104,128,116,131,121,698,127,103,114,77,51,39,511,41,22,         x,         x,81,"1,290",16,33,140,83,"1,018","1,290",0,"1,290","1,462"
2005,Kansas                                            ,Traumatic brain injury             ,         x,6,         x,         x,         x,0,         x,         x,10,         x,9,12,         x,         x,17,         x,         x,         x,26,         x,23,28,15,         x,16,7,0,0,23,210,         x,         x,28,         x,160,210,0,210,         x
2005,Kansas                                            ,Developmental delay                ,"1,231","1,822","1,733","4,786",71,86,410,534,"3,685","4,786","1,136",875,667,281,0,0,"2,959",0,0,0,0,0,0,0,0,0,0,0,0,"2,959",33,29,316,392,"2,189","2,959",0,"2,959","7,745"
2005,Kansas                                            ,All disabilities                   ,"2,182","3,246","3,839","9,267",126,134,705,871,"7,431","9,267","3,988","4,081","4,430","4,711","4,784","4,590","26,584","4,456","4,751","4,712","4,555","4,469","3,994","26,937","2,087",481,184,55,"2,807","56,328",926,583,"6,710","5,451","42,658","56,328",0,"56,328","65,595"
2005,Kentucky                                          ,Mental retardation                 ,         x,         x,52,64,         x,0,7,         x,54,64,217,398,712,"1,388","1,443","1,586","5,744","1,639","1,856","1,875","1,912","1,684","1,537","10,503",925,293,119,17,"1,354","17,601",13,28,"2,684",165,"14,711","17,601",         x,         x,"17,665"
2005,Kentucky                                          ,Hearing impairments                ,22,46,39,107,0,         x,8,         x,96,107,52,52,43,48,49,42,286,56,48,42,37,44,38,265,27,         x,         x,0,40,591,         x,         x,61,21,498,591,0,591,698
2005,Kentucky                                          ,Speech or language impairments     ,"1,943","3,679","4,768","10,390",17,46,777,157,"9,393","10,390","4,870","4,206","3,216","2,641","1,863","1,197","17,993",737,426,237,131,66,45,"1,642",         x,         x,0,0,30,"19,665",29,85,"1,793",282,"17,476","19,665",0,"19,665","30,055"
2005,Kentucky                                          ,Visual impairments                 ,23,22,28,73,         x,0,5,         x,66,73,         x,36,         x,28,50,38,         x,40,42,38,34,         x,         x,         x,         x,         x,0,0,         x,412,0,0,         x,         x,381,412,0,412,485
2005,Kentucky                                          ,Emotional disturbance              ,0,0,19,19,0,0,         x,         x,14,19,79,160,262,393,477,528,"1,899",565,633,739,663,637,496,"3,733",172,         x,         x,0,195,"5,827",12,12,"1,469",38,"4,296","5,827",0,"5,827","5,846"
2005,Kentucky                                          ,Orthopedic impairments             ,24,20,36,80,0,         x,5,         x,71,80,39,40,36,42,53,44,254,38,28,27,37,24,20,174,17,         x,         x,0,24,452,0,7,40,10,395,452,0,452,532
2005,Kentucky                                          ,Other health impairments           ,19,50,90,159,0,         x,6,         x,148,159,178,421,754,"1,262","1,440","1,482","5,537","1,450","1,411","1,349","1,208","1,021",761,"7,200",407,         x,         x,0,476,"13,213",25,29,"1,617",106,"11,436","13,213",0,"13,213","13,372"
2005,Kentucky                                          ,Specific learning disabilities     ,0,0,         x,         x,0,0,0,0,         x,         x,22,165,497,"1,019","1,263","1,465","4,431","1,483","1,635","1,681","1,769","1,714","1,605","9,887",898,110,12,0,"1,020","15,338",24,25,"1,633",277,"13,379","15,338",0,"15,338",         x
2005,Kentucky                                          ,Deaf-blindness                     ,0,         x,         x,         x,0,0,0,         x,         x,         x,         x,         x,0,         x,0,0,         x,         x,         x,0,         x,         x,0,         x,0,         x,         x,0,         x,13,0,0,         x,0,         x,13,0,13,         x
2005,Kentucky                                          ,Multiple disabilities              ,29,49,51,129,0,0,         x,         x,119,129,93,139,178,267,318,354,"1,349",403,409,450,428,406,332,"2,428",168,83,         x,         x,306,"4,083",         x,         x,406,39,"3,621","4,083",0,"4,083","4,212"
2005,Kentucky                                          ,Autism                             ,66,70,134,270,         x,         x,21,         x,243,270,136,167,163,185,162,157,970,169,157,145,119,99,67,756,40,         x,15,         x,72,"1,798",         x,25,230,         x,"1,527","1,798",0,"1,798","2,068"
2005,Kentucky                                          ,Traumatic brain injury             ,         x,         x,5,16,0,0,         x,0,         x,16,         x,         x,         x,         x,19,16,         x,         x,         x,21,         x,25,         x,         x,         x,8,         x,0,20,221,0,         x,31,         x,         x,221,0,221,237
2005,Kentucky                                          ,Developmental delay                ,"2,215","4,133","3,655","10,003",19,65,"1,164",188,"8,567","10,003","3,233","2,916","2,118",0,0,0,"8,267",0,0,0,0,0,0,0,0,0,0,0,0,"8,267",6,31,"1,155",121,"6,954","8,267",0,"8,267","18,270"
2005,Kentucky                                          ,All disabilities                   ,"4,349","8,086","8,882","21,317",39,117,"2,007",362,"18,792","21,317","8,951","8,710","8,005","7,288","7,137","6,909","47,000","6,599","6,670","6,604","6,365","5,744","4,945","36,927","2,698",623,208,25,"3,554","87,481",117,267,"11,149","1,076","74,872","87,481",         x,         x,"108,798"
2005,Louisiana                                         ,Mental retardation                 ,27,55,69,151,0,         x,72,         x,71,151,121,162,307,558,635,667,"2,450",765,892,865,929,947,812,"5,210",578,306,177,154,"1,215","8,875",48,27,"5,951",51,"2,798","8,875",49,"8,924","9,026"
2005,Louisiana                                         ,Hearing impairments                ,34,39,48,121,         x,         x,43,         x,73,121,57,70,84,73,89,86,459,99,94,97,92,103,71,556,74,30,8,8,120,"1,135",16,13,460,27,619,"1,135",0,"1,135","1,256"
2005,Louisiana                                         ,Speech or language impairments     ,695,"1,554","2,779","5,028",38,20,"1,576",65,"3,329","5,028","3,842","3,831","3,141","2,385","1,782","1,265","16,246",936,613,361,245,153,101,"2,409",44,         x,0,         x,52,"18,707",150,140,"6,965",312,"11,140","18,707",         x,         x,"23,735"
2005,Louisiana                                         ,Visual impairments                 ,         x,20,         x,43,         x,0,10,         x,31,43,24,34,26,35,35,40,194,32,28,30,23,34,33,180,20,         x,         x,         x,28,402,         x,5,169,         x,223,402,0,402,445
2005,Louisiana                                         ,Emotional disturbance              ,0,         x,         x,         x,0,0,         x,0,         x,         x,18,44,65,115,169,231,642,293,394,410,479,419,230,"2,225",135,32,29,37,233,"3,100",         x,         x,"1,882",22,"1,179","3,100",25,"3,125",         x
2005,Louisiana                                         ,Orthopedic impairments             ,32,40,42,114,         x,0,38,         x,70,114,70,66,73,76,86,97,468,80,71,92,84,79,59,465,44,16,13,9,82,"1,015",14,5,358,16,622,"1,015",         x,"1,020","1,129"
2005,Louisiana                                         ,Other health impairments           ,49,64,101,214,         x,         x,59,6,146,214,157,334,511,723,846,996,"3,567","1,006",950,"1,002",904,796,573,"5,231",283,95,18,14,410,"9,208",51,20,"3,169",88,"5,880","9,208",         x,         x,"9,422"
2005,Louisiana                                         ,Specific learning disabilities     ,0,0,         x,         x,0,0,0,0,         x,         x,64,342,963,"1,909","2,355","2,696","8,329","2,969","3,080","3,232","3,451","3,334","2,710","18,776","1,657",561,113,39,"2,370","29,475",292,71,"16,614",326,"12,172","29,475",36,"29,511",         x
2005,Louisiana                                         ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,0,0,0,         x,         x,0,         x,         x,         x,0,0,0,0,         x,         x,0,0,         x,0,         x,6,0,0,         x,0,         x,6,0,6,6
2005,Louisiana                                         ,Multiple disabilities              ,22,31,26,79,0,         x,32,         x,44,79,43,44,45,64,74,68,338,63,69,62,64,80,58,396,47,48,50,31,176,910,8,11,371,15,505,910,         x,923,989
2005,Louisiana                                         ,Autism                             ,55,107,132,294,0,5,102,8,179,294,160,162,137,186,142,137,924,150,148,98,106,81,81,664,66,42,35,22,165,"1,753",         x,32,704,         x,994,"1,753",         x,         x,"2,047"
2005,Louisiana                                         ,Traumatic brain injury             ,         x,         x,         x,8,0,0,         x,0,         x,8,8,9,         x,         x,14,         x,         x,         x,21,30,27,20,         x,         x,12,7,         x,         x,         x,247,         x,         x,         x,         x,         x,247,         x,         x,255
