Created,1/19/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated,10/18/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised,3/22/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State,Disability,Age 3,Age 4,Age 5,Age 3 to 5,American Indian or Alaska Native Age 3 to 5,Asian or Pacific Islander Age 3 to 5,Black (not Hispanic) Age 3 to 5,Hispanic Age 3 to 5,White (not Hispanic) Age 3 to 5,Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 6 to 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 12 to 17,Age 18,Age 19,Age 20,Age 21,Age 18 to 21,Age 6 to 21,American Indian or Alaska Native Age 6 to 21,Asian or Pacific Islander Age 6 to 21,Black (not Hispanic) Age 6 to 21,Hispanic Age 6 to 21,White (not Hispanic) Age 6 to 21,"Ages3_21
Total "
2007,Florida                                           ,All disabilities                   ,"6,593","11,197","15,029","32,819",67,602,"7,600","7,863","16,687","19,395","23,743","26,974","29,318","30,775","29,677","159,882","30,246","30,923","31,074","30,687","29,343","26,099","178,372","12,568","3,765","2,055","1,631","20,019","358,273",992,"3,815","98,212","78,553","176,701","391,092"
2007,Georgia                                           ,Mental retardation                 ,22,47,188,257,0,8,136,31,77,476,854,"1,161","1,340","1,427","1,562","6,820","1,719","1,891","2,070","2,304","2,326","2,207","12,517","1,474",629,397,221,"2,721","22,058",19,259,"13,103","1,269","7,053","22,315"
2007,Georgia                                           ,Hearing impairments                ,40,51,74,165,0,7,53,29,69,123,114,147,146,131,149,810,137,131,144,122,138,112,784,72,23,         x,         x,105,"1,699",         x,         x,630,214,766,"1,864"
2007,Georgia                                           ,Speech or language impairments     ,"1,190","2,494","4,663","8,347",         x,         x,"2,207",512,"5,192","6,884","6,959","6,328","4,721","3,150","1,722","29,764","1,073",674,390,261,145,102,"2,645",41,         x,         x,0,47,"32,456",48,711,"10,670","2,888","17,099","40,803"
2007,Georgia                                           ,Visual impairments                 ,13,14,33,60,0,         x,17,         x,37,         x,         x,61,68,63,64,         x,72,51,49,         x,         x,         x,         x,         x,         x,6,         x,         x,690,         x,         x,242,37,366,750
2007,Georgia                                           ,Emotional disturbance              ,         x,         x,109,128,0,         x,48,         x,65,319,668,"1,060","1,374","1,591","1,850","6,862","2,006","2,316","2,530","2,564","2,116","1,522","13,054",609,108,35,14,766,"20,682",35,99,"10,067",541,"9,306","20,810"
2007,Georgia                                           ,Orthopedic impairments             ,12,17,37,66,0,         x,20,         x,32,55,100,76,86,86,81,484,66,106,83,69,83,64,471,23,20,5,5,53,"1,008",         x,         x,313,72,576,"1,074"
2007,Georgia                                           ,Other health impairments           ,36,72,154,262,0,5,51,11,178,455,975,"1,675","2,203","2,549","2,724","10,581","2,828","2,722","2,632","2,578","2,258","1,808","14,826",741,119,32,10,902,"26,309",56,191,"8,606",975,"15,668","26,571"
2007,Georgia                                           ,Specific learning disabilities     ,         x,         x,40,47,0,         x,22,         x,14,300,"1,216","2,659","3,900","4,812","5,217","18,104","5,562","5,895","5,776","5,607","5,210","4,525","32,575","1,859",254,40,10,"2,163","52,842",82,560,"20,296","5,656","24,968","52,889"
2007,Georgia                                           ,Deaf-blindness                     ,         x,         x,         x,9,0,0,         x,0,         x,         x,         x,         x,0,         x,         x,         x,0,         x,         x,         x,         x,         x,         x,         x,         x,         x,0,         x,23,0,         x,         x,         x,13,32
2007,Georgia                                           ,Multiple disabilities              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Georgia                                           ,Autism                             ,143,230,345,718,         x,         x,223,48,392,578,753,798,755,764,683,"4,331",709,591,547,491,423,354,"3,115",195,97,74,27,393,"7,839",8,263,"2,664",386,"4,248","8,557"
2007,Georgia                                           ,Traumatic brain injury             ,0,         x,         x,8,0,0,         x,0,         x,         x,         x,         x,24,         x,         x,         x,39,         x,         x,47,50,70,         x,27,9,         x,         x,46,466,         x,         x,         x,         x,238,474
2007,Georgia                                           ,Developmental delay                ,"1,940","2,940","3,507","8,387",12,195,"3,115",819,"3,894","2,815","1,726",328,29,0,0,"4,898",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"4,898",9,76,"2,192",378,"2,090","13,285"
2007,Georgia                                           ,All disabilities                   ,"3,404","5,896","9,154","18,454",19,368,"5,897","1,473","9,962","12,066","13,435","14,312","14,646","14,600","14,093","83,152","14,211","14,415","14,260","14,091","12,796","10,822","80,595","5,056","1,266",608,293,"7,223","170,970",262,"2,254","68,966","12,451","82,391","189,424"
2007,Guam                                              ,Mental retardation                 ,         x,         x,         x,         x,         x,         x,         x,         x,0,0,         x,         x,         x,8,         x,24,         x,7,         x,10,10,8,44,         x,         x,         x,         x,9,77,0,75,         x,         x,0,         x
2007,Guam                                              ,Hearing impairments                ,         x,         x,         x,         x,         x,         x,0,0,0,         x,5,6,         x,         x,7,         x,         x,5,         x,         x,8,         x,         x,         x,0,         x,0,         x,54,0,51,         x,0,         x,         x
2007,Guam                                              ,Speech or language impairments     ,18,23,23,64,0,         x,         x,0,0,37,46,39,29,         x,         x,         x,9,10,7,0,         x,         x,         x,         x,         x,0,0,         x,217,0,211,0,         x,         x,281
2007,Guam                                              ,Visual impairments                 ,         x,         x,0,         x,         x,         x,0,0,0,0,0,         x,0,         x,         x,         x,0,         x,         x,0,0,0,         x,0,0,0,0,0,         x,         x,         x,0,0,0,         x
2007,Guam                                              ,Emotional disturbance              ,0,0,0,0,         x,         x,         x,         x,0,         x,         x,         x,         x,         x,         x,35,         x,         x,10,10,11,9,56,         x,         x,0,0,5,96,0,         x,0,         x,         x,96
2007,Guam                                              ,Orthopedic impairments             ,0,         x,         x,         x,         x,         x,         x,0,0,0,         x,         x,         x,         x,         x,13,         x,         x,         x,         x,         x,         x,16,0,0,0,0,0,29,0,         x,         x,0,0,         x
2007,Guam                                              ,Other health impairments           ,0,         x,         x,         x,         x,         x,0,0,0,         x,13,         x,11,11,         x,         x,16,12,         x,         x,         x,         x,         x,         x,         x,         x,0,         x,128,0,         x,0,0,         x,         x
2007,Guam                                              ,Specific learning disabilities     ,         x,0,         x,         x,         x,         x,0,0,0,         x,         x,22,49,50,74,218,118,141,161,184,201,169,974,82,44,         x,         x,156,"1,348",         x,"1,333",         x,0,13,         x
2007,Guam                                              ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,         x,         x,0,         x,0,0,         x,         x,         x,0,0,0,0,         x,0,0,0,0,0,         x,         x,         x,0,0,0,         x
2007,Guam                                              ,Multiple disabilities              ,         x,         x,         x,         x,         x,         x,0,0,0,         x,5,5,         x,6,         x,         x,         x,         x,         x,8,         x,         x,         x,         x,0,         x,0,         x,56,0,         x,0,0,         x,         x
2007,Guam                                              ,Autism                             ,7,8,10,25,         x,         x,0,0,0,         x,13,         x,8,12,7,         x,6,         x,5,         x,0,         x,         x,         x,         x,0,0,         x,75,0,         x,         x,0,0,100
2007,Guam                                              ,Traumatic brain injury             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,         x,         x,0,0,0,0,         x,         x,         x,0,0,         x,         x,         x,         x,0,0,0,         x
2007,Guam                                              ,Developmental delay                ,13,24,13,50,         x,         x,0,0,0,         x,         x,0,0,0,0,5,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,5,         x,         x,0,0,0,55
2007,Guam                                              ,All disabilities                   ,42,65,55,162,0,162,0,0,0,70,113,98,128,121,127,657,168,195,204,233,241,206,"1,247",105,53,20,15,193,"2,097",         x,"2,061",         x,         x,25,"2,259"
2007,Hawaii                                            ,Mental retardation                 ,         x,         x,6,13,0,         x,0,0,         x,34,30,51,90,84,118,407,133,134,153,145,163,131,859,85,47,5,0,137,"1,403",         x,"1,193",26,43,         x,"1,416"
2007,Hawaii                                            ,Hearing impairments                ,13,18,20,51,         x,38,         x,         x,7,22,26,31,22,17,24,142,36,30,25,22,24,20,157,         x,         x,0,0,13,312,         x,270,         x,         x,30,363
2007,Hawaii                                            ,Speech or language impairments     ,23,44,103,170,         x,83,         x,7,71,147,161,107,108,         x,         x,         x,31,18,13,10,         x,         x,         x,         x,         x,0,0,         x,705,         x,479,27,         x,160,875
2007,Hawaii                                            ,Visual impairments                 ,         x,7,         x,12,0,         x,0,0,         x,         x,7,6,         x,         x,         x,30,8,         x,         x,         x,         x,         x,29,0,0,0,0,0,59,         x,44,         x,         x,10,71
2007,Hawaii                                            ,Emotional disturbance              ,         x,         x,16,22,0,         x,         x,0,11,26,32,58,62,89,124,391,136,154,187,246,274,258,"1,255",86,         x,         x,0,96,"1,742",22,"1,331",47,64,278,"1,764"
2007,Hawaii                                            ,Orthopedic impairments             ,11,         x,         x,23,0,17,0,0,6,6,8,         x,         x,         x,7,         x,6,         x,         x,         x,5,9,         x,         x,         x,0,0,         x,73,0,56,         x,0,         x,96
2007,Hawaii                                            ,Other health impairments           ,26,27,41,94,0,68,         x,         x,20,74,125,163,211,237,237,"1,047",244,275,240,274,244,165,"1,442",48,         x,         x,0,59,"2,548",28,"1,828",90,94,508,"2,642"
2007,Hawaii                                            ,Specific learning disabilities     ,         x,0,         x,         x,0,         x,0,         x,0,88,232,461,708,817,738,"3,044",826,844,883,924,954,928,"5,359",214,         x,         x,0,231,"8,634",60,"6,849",222,362,"1,141",         x
2007,Hawaii                                            ,Deaf-blindness                     ,         x,         x,0,         x,         x,         x,0,0,0,0,         x,0,         x,0,0,         x,0,         x,0,0,0,         x,         x,0,0,0,0,0,5,0,5,0,0,0,         x
2007,Hawaii                                            ,Multiple disabilities              ,20,21,26,67,0,60,         x,0,         x,27,24,22,30,43,34,180,38,18,30,29,24,29,168,18,17,7,0,42,390,         x,321,         x,12,47,457
2007,Hawaii                                            ,Autism                             ,55,69,66,190,0,116,9,12,53,73,77,68,99,80,78,475,74,77,59,76,57,44,387,30,         x,         x,0,56,918,8,613,22,31,244,"1,108"
2007,Hawaii                                            ,Traumatic brain injury             ,         x,0,         x,         x,0,         x,         x,0,0,         x,         x,         x,         x,5,         x,         x,7,         x,8,         x,8,7,         x,         x,         x,0,0,         x,64,0,54,         x,0,         x,         x
2007,Hawaii                                            ,Developmental delay                ,506,675,644,"1,825",13,"1,363",64,80,305,446,400,265,0,0,0,"1,111",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"1,111",12,885,47,37,130,"2,936"
2007,Hawaii                                            ,All disabilities                   ,666,877,934,"2,477",16,"1,786",86,108,481,949,"1,128","1,239","1,341","1,435","1,405","7,497","1,539","1,564","1,608","1,742","1,766","1,604","9,823",500,124,20,0,644,"17,964",149,"13,928",499,681,"2,707","20,441"
2007,Idaho                                             ,Mental retardation                 ,         x,         x,11,24,         x,0,0,         x,16,39,63,75,116,139,143,575,169,171,162,145,158,159,964,133,62,         x,         x,240,"1,779",38,21,30,292,"1,398","1,803"
2007,Idaho                                             ,Hearing impairments                ,14,17,25,56,0,         x,         x,10,43,18,25,23,21,16,20,123,19,17,24,20,16,18,114,11,         x,         x,         x,15,252,5,5,5,31,206,308
2007,Idaho                                             ,Speech or language impairments     ,358,404,749,"1,511",19,28,11,137,"1,316",846,809,719,709,563,389,"4,035",296,211,158,141,109,67,982,24,         x,         x,0,38,"5,055",73,80,66,714,"4,122","6,566"
2007,Idaho                                             ,Visual impairments                 ,         x,         x,         x,14,0,0,0,         x,         x,         x,6,10,         x,9,         x,         x,6,         x,12,         x,9,         x,         x,         x,         x,0,0,         x,91,0,         x,         x,         x,         x,105
2007,Idaho                                             ,Emotional disturbance              ,         x,0,         x,         x,         x,0,0,0,         x,18,39,73,97,109,132,468,142,161,184,181,153,132,953,62,14,         x,         x,88,"1,509",39,13,33,99,"1,325",         x
2007,Idaho                                             ,Orthopedic impairments             ,13,12,8,33,0,0,0,6,27,         x,12,         x,8,6,12,         x,9,15,         x,9,9,         x,         x,         x,         x,0,0,         x,104,         x,0,         x,16,84,137
2007,Idaho                                             ,Other health impairments           ,21,15,19,55,         x,         x,         x,         x,48,41,80,162,193,233,274,983,235,247,258,242,200,179,"1,361",70,11,13,0,94,"2,438",54,18,49,162,"2,155","2,493"
2007,Idaho                                             ,Specific learning disabilities     ,         x,         x,16,26,0,0,         x,         x,23,81,257,529,697,901,917,"3,382",914,862,935,960,966,886,"5,523",399,64,25,7,495,"9,400",267,51,136,"1,594","7,352","9,426"
2007,Idaho                                             ,Deaf-blindness                     ,         x,         x,0,         x,         x,0,0,0,         x,0,         x,0,         x,         x,0,         x,0,         x,         x,         x,0,0,         x,0,0,0,0,0,7,         x,0,0,         x,         x,         x
2007,Idaho                                             ,Multiple disabilities              ,13,9,14,36,         x,0,         x,         x,29,15,12,26,34,31,30,148,35,21,48,43,46,34,227,23,23,         x,         x,66,441,         x,         x,9,59,366,477
2007,Idaho                                             ,Autism                             ,34,29,65,128,         x,         x,         x,10,112,73,89,105,106,86,96,555,121,119,87,108,83,80,598,34,13,         x,         x,56,"1,209",15,23,12,75,"1,084","1,337"
2007,Idaho                                             ,Traumatic brain injury             ,         x,         x,0,         x,0,0,0,         x,         x,         x,         x,         x,8,         x,         x,33,12,12,17,12,14,21,88,11,         x,         x,0,16,137,6,         x,         x,19,105,         x
2007,Idaho                                             ,Developmental delay                ,530,659,895,"2,084",43,33,28,328,"1,652",618,482,325,166,0,0,"1,591",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"1,591",40,16,20,267,"1,248","3,675"
2007,Idaho                                             ,All disabilities                   ,"1,006","1,159","1,811","3,976",72,65,46,509,"3,284","1,757","1,877","2,058","2,162","2,099","2,029","11,982","1,958","1,845","1,893","1,869","1,763","1,587","10,915",772,205,118,21,"1,116","24,013",544,234,368,"3,340","19,527","27,989"
2007,Illinois                                          ,Mental retardation                 ,69,83,227,379,         x,         x,104,117,142,779,"1,081","1,252","1,465","1,478","1,628","7,683","1,907","2,088","2,217","2,263","2,263","2,219","12,957","1,680","1,025",715,218,"3,638","24,278",46,459,"9,809","3,851","10,113","24,657"
2007,Illinois                                          ,Hearing impairments                ,112,144,172,428,         x,         x,63,100,245,231,240,299,292,294,337,"1,693",304,328,295,314,283,259,"1,783",158,39,         x,         x,216,"3,692",7,143,662,807,"2,073","4,120"
2007,Illinois                                          ,Speech or language impairments     ,"4,158","6,796","8,988","19,942",31,444,"2,085","3,245","14,137","11,428","10,925","9,280","7,434","5,164","3,370","47,601","2,016","1,335",665,447,342,229,"5,034",97,         x,         x,         x,113,"52,748",109,"1,421","7,628","8,102","35,488","72,690"
2007,Illinois                                          ,Visual impairments                 ,17,38,40,95,0,         x,         x,17,64,         x,         x,95,80,78,89,         x,91,         x,92,85,85,         x,         x,         x,16,         x,         x,         x,"1,088",         x,         x,232,172,641,"1,183"
2007,Illinois                                          ,Emotional disturbance              ,11,35,111,157,0,         x,41,         x,99,409,677,947,"1,261","1,477","1,736","6,507","2,108","2,599","3,062","3,377","3,650","3,114","17,910","1,407",366,121,19,"1,913","26,330",60,208,"9,208","2,621","14,233","26,487"
2007,Illinois                                          ,Orthopedic impairments             ,85,131,153,369,0,14,58,87,210,141,150,149,153,140,143,876,154,148,180,154,131,159,926,81,40,32,11,164,"1,966",         x,         x,392,350,"1,172","2,335"
2007,Illinois                                          ,Other health impairments           ,192,264,350,806,0,25,89,99,593,919,"1,263","1,658","1,835","2,147","2,233","10,055","2,434","2,501","2,508","2,374","2,281","1,911","14,009",773,155,34,11,973,"25,037",46,276,"3,385","1,806","19,524","25,843"
2007,Illinois                                          ,Specific learning disabilities     ,31,84,373,488,0,6,66,143,273,"2,001","4,324","6,997","9,684","11,300","12,263","46,569","13,101","14,058","14,181","14,259","13,914","12,299","81,812","6,131",986,214,33,"7,364","135,745",236,"1,466","33,038","27,837","73,168","136,233"
2007,Illinois                                          ,Deaf-blindness                     ,         x,         x,         x,6,0,0,0,0,6,0,         x,0,         x,         x,         x,         x,0,         x,0,         x,         x,         x,         x,         x,         x,0,0,         x,21,         x,0,         x,         x,16,27
2007,Illinois                                          ,Multiple disabilities              ,90,86,66,242,0,10,40,54,138,137,140,134,111,123,111,756,95,97,98,90,         x,         x,538,52,35,27,12,126,"1,420",         x,         x,230,221,935,"1,662"
2007,Illinois                                          ,Autism                             ,345,532,673,"1,550",13,87,250,243,957,996,"1,080","1,020",970,907,827,"5,800",828,858,726,666,623,482,"4,183",343,176,122,58,699,"10,682",16,487,"1,819","1,131","7,229","12,232"
2007,Illinois                                          ,Traumatic brain injury             ,         x,         x,         x,51,         x,         x,         x,         x,29,         x,         x,         x,48,         x,         x,         x,56,         x,73,         x,76,94,         x,51,22,22,8,103,785,         x,         x,247,         x,392,836
2007,Illinois                                          ,Developmental delay                ,"3,496","4,750","4,198","12,444",20,446,"2,108","2,486","7,384",824,69,         x,         x,0,0,919,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,919,         x,         x,         x,165,510,"13,363"
2007,Illinois                                          ,All disabilities                   ,"8,617","12,963","15,377","36,957",68,"1,072","4,924","6,616","24,277","17,977","20,056","21,885","23,340","23,164","22,798","129,220","23,094","24,161","24,097","24,095","23,740","20,912","140,099","10,824","2,871","1,321",376,"15,392","284,711",531,"4,610","66,880","47,196","165,494","321,668"
2007,Indiana                                           ,Mental retardation                 ,109,201,513,823,0,         x,169,         x,584,871,961,"1,228","1,319","1,381","1,452","7,212","1,594","1,644","1,822","1,782","1,874","1,740","10,456","1,273",510,197,140,"2,120","19,788",36,87,"5,190","1,004","13,471","20,611"
2007,Indiana                                           ,Hearing impairments                ,55,80,83,218,0,5,14,9,190,129,160,172,156,174,190,981,192,185,145,174,162,150,"1,008",103,23,         x,         x,132,"2,121",5,42,209,118,"1,747","2,339"
2007,Indiana                                           ,Speech or language impairments     ,"2,560","3,786","6,212","12,558",21,113,"1,018",658,"10,748","7,628","7,974","7,682","5,863",         x,         x,         x,"1,249",735,388,205,         x,         x,         x,         x,         x,         x,0,         x,"38,195",83,327,"3,223","1,731","32,831","50,753"
2007,Indiana                                           ,Visual impairments                 ,19,29,29,77,0,         x,10,         x,63,62,59,61,71,74,79,406,67,58,67,79,76,68,415,43,8,         x,         x,62,883,         x,         x,111,         x,719,960
2007,Indiana                                           ,Emotional disturbance              ,         x,         x,55,72,0,0,         x,         x,59,181,385,604,783,923,"1,122","3,998","1,348","1,528","1,737","1,855","1,819","1,471","9,758",706,177,43,10,936,"14,692",42,22,"2,702",278,"11,648","14,764"
2007,Indiana                                           ,Orthopedic impairments             ,54,76,78,208,         x,         x,15,16,174,136,124,134,114,125,121,754,123,135,108,96,113,101,676,75,15,         x,         x,96,"1,526",0,18,114,70,"1,324","1,734"
2007,Indiana                                           ,Other health impairments           ,82,91,193,366,0,         x,33,         x,315,386,509,682,866,985,"1,049","4,477","1,116","1,041","1,043","1,004",930,735,"5,869",425,101,         x,         x,545,"10,891",31,37,"1,028",201,"9,594","11,257"
2007,Indiana                                           ,Specific learning disabilities     ,13,17,181,211,         x,         x,15,8,186,381,"1,182","2,511","3,895","4,761","5,392","18,122","5,798","6,090","6,620","6,582","6,687","6,189","37,966","3,805",724,95,29,"4,653","60,741",119,197,"7,667","2,908","49,850","60,952"
2007,Indiana                                           ,Deaf-blindness                     ,         x,         x,         x,6,0,0,0,         x,         x,         x,         x,         x,         x,         x,         x,         x,0,0,0,         x,         x,         x,         x,         x,         x,0,0,         x,19,0,0,         x,0,         x,25
2007,Indiana                                           ,Multiple disabilities              ,89,73,109,271,0,         x,32,         x,222,125,155,139,166,143,120,848,121,131,118,126,110,110,716,99,52,56,38,245,"1,809",         x,         x,172,73,"1,546","2,080"
2007,Indiana                                           ,Autism                             ,165,251,487,903,0,12,83,52,756,621,709,736,755,733,725,"4,279",761,666,663,591,494,424,"3,599",275,96,68,24,463,"8,341",13,85,716,212,"7,315","9,244"
2007,Indiana                                           ,Traumatic brain injury             ,         x,7,         x,25,0,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,39,53,51,         x,         x,         x,         x,51,11,5,7,74,540,         x,0,         x,         x,         x,565
2007,Indiana                                           ,Developmental delay                ,"1,478","1,738",576,"3,792",5,51,406,244,"3,086",0,0,0,0,0,0,0,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,0,0,0,0,0,0,"3,792"
2007,Indiana                                           ,All disabilities                   ,"4,634","6,365","8,531","19,530",28,194,"1,812","1,091","16,405","10,533","12,236","13,983","14,012","13,181","12,648","76,593","12,408","12,266","12,762","12,544","12,449","11,149","73,578","6,896","1,723",498,258,"9,375","159,546",333,844,"21,203","6,661","130,505","179,076"
2007,Iowa                                              ,Mental retardation                 ,214,302,383,899,         x,         x,54,64,764,490,581,691,815,846,867,"4,290",874,945,955,"1,014",971,902,"5,661",456,158,61,17,692,"10,643",69,100,994,656,"8,824","11,542"
2007,Iowa                                              ,Hearing impairments                ,16,27,25,68,0,         x,         x,         x,59,33,47,49,51,48,53,281,50,63,64,49,53,45,324,21,         x,         x,0,28,633,         x,         x,55,44,518,701
2007,Iowa                                              ,Speech or language impairments     ,196,335,484,"1,015",         x,         x,53,58,885,599,611,624,624,575,519,"3,552",458,479,451,474,443,403,"2,708",183,51,         x,         x,254,"6,514",36,71,562,393,"5,452","7,529"
2007,Iowa                                              ,Visual impairments                 ,         x,         x,7,15,0,0,0,         x,         x,         x,         x,11,16,14,9,         x,         x,13,14,16,         x,11,         x,         x,         x,         x,         x,13,         x,         x,         x,11,         x,         x,         x
2007,Iowa                                              ,Emotional disturbance              ,124,173,213,510,         x,         x,31,37,431,284,340,405,472,484,509,"2,494",520,557,556,612,598,560,"3,403",245,66,         x,         x,340,"6,237",39,54,653,368,"5,123","6,747"
2007,Iowa                                              ,Orthopedic impairments             ,14,20,27,61,0,0,         x,         x,55,34,42,47,59,55,61,298,61,66,62,64,68,59,380,29,11,5,0,45,723,5,6,61,43,608,784
2007,Iowa                                              ,Other health impairments           ,         x,         x,         x,         x,0,0,0,         x,         x,         x,         x,27,29,38,46,157,50,48,57,71,59,38,323,19,         x,         x,0,27,507,0,         x,48,         x,438,         x
2007,Iowa                                              ,Specific learning disabilities     ,758,"1,072","1,330","3,160",13,50,196,232,"2,669","1,713","2,011","2,417","2,842","2,934","3,013","14,930","3,067","3,237","3,261","3,501","3,318","3,059","19,443","1,399",399,133,18,"1,949","36,322",239,326,"3,326","2,257","30,174","39,482"
2007,Iowa                                              ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,         x,         x,0,0,0,0,         x,         x,0,0,0,         x,0,         x,0,0,0,0,0,         x,         x,0,0,0,         x,         x
2007,Iowa                                              ,Multiple disabilities              ,         x,         x,13,27,0,0,         x,         x,25,17,19,22,28,27,30,143,31,31,31,35,32,26,186,19,         x,         x,0,30,359,         x,         x,32,21,300,386
2007,Iowa                                              ,Autism                             ,24,30,42,96,0,         x,         x,7,83,46,64,68,78,83,76,415,89,102,94,95,88,88,556,47,27,12,0,86,"1,057",6,19,80,52,900,"1,153"
2007,Iowa                                              ,Traumatic brain injury             ,         x,         x,         x,         x,0,0,0,         x,         x,8,11,12,15,13,15,74,15,15,19,18,15,14,96,         x,         x,0,0,12,182,         x,         x,15,11,152,         x
2007,Iowa                                              ,Developmental delay                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,0,0,0,0,0,0,0
2007,Iowa                                              ,All disabilities                   ,"1,358","1,981","2,533","5,872",24,90,345,409,"5,004","3,241","3,742","4,373","5,029","5,117","5,198","26,700","5,224","5,556","5,564","5,949","5,658","5,205","33,156","2,435",735,266,40,"3,476","63,332",401,600,"5,837","3,872","52,622","69,204"
2007,Kansas                                            ,Mental retardation                 ,         x,         x,28,37,0,         x,         x,7,24,86,137,164,242,311,303,"1,243",359,331,364,383,433,421,"2,291",318,131,90,34,573,"4,107",63,46,893,440,"2,665","4,144"
2007,Kansas                                            ,Hearing impairments                ,19,16,29,64,0,         x,7,         x,50,32,54,40,47,45,37,255,50,40,51,48,34,43,266,22,         x,         x,0,29,550,9,17,49,73,402,614
2007,Kansas                                            ,Speech or language impairments     ,747,"1,185","1,597","3,529",45,34,200,274,"2,976","2,013","1,802","1,587","1,529","1,000",592,"8,523",315,191,107,83,79,41,816,         x,         x,0,0,25,"9,364",144,159,678,907,"7,476","12,893"
2007,Kansas                                            ,Visual impairments                 ,9,11,7,27,0,         x,5,         x,18,         x,17,15,15,17,         x,         x,         x,         x,         x,25,         x,         x,         x,         x,         x,         x,0,13,184,         x,         x,22,25,130,211
2007,Kansas                                            ,Emotional disturbance              ,0,         x,         x,11,0,0,         x,0,         x,41,105,126,185,234,245,936,285,340,369,420,346,332,"2,092",132,26,         x,         x,170,"3,198",71,22,531,205,"2,369","3,209"
2007,Kansas                                            ,Orthopedic impairments             ,8,14,23,45,0,         x,0,         x,40,29,44,36,20,21,20,170,26,24,         x,         x,19,18,120,15,7,         x,         x,24,314,         x,         x,         x,36,252,359
2007,Kansas                                            ,Other health impairments           ,24,18,53,95,         x,         x,10,7,75,110,196,359,475,608,682,"2,430",679,680,685,715,750,629,"4,138",338,65,20,8,431,"6,999",111,45,770,414,"5,659","7,094"
2007,Kansas                                            ,Specific learning disabilities     ,0,         x,         x,35,0,0,         x,         x,28,145,509,"1,126","1,700","2,115","2,297","7,892","2,436","2,471","2,396","2,491","2,286","2,105","14,185","1,142",125,24,6,"1,297","23,374",454,246,"2,802","3,234","16,638","23,409"
2007,Kansas                                            ,Deaf-blindness                     ,         x,         x,0,         x,         x,0,         x,0,0,0,0,         x,         x,0,0,         x,         x,         x,         x,         x,         x,         x,         x,0,0,0,0,0,15,0,         x,         x,         x,9,         x
2007,Kansas                                            ,Multiple disabilities              ,17,21,32,70,0,         x,         x,9,52,54,80,80,131,137,170,652,151,212,209,227,237,234,"1,270",144,49,35,13,241,"2,163",36,24,249,175,"1,679","2,233"
2007,Kansas                                            ,Autism                             ,38,67,74,179,0,5,21,14,139,125,158,149,142,156,140,870,145,128,139,113,122,80,727,45,         x,29,         x,103,"1,700",25,54,162,123,"1,336","1,879"
2007,Kansas                                            ,Traumatic brain injury             ,0,         x,         x,         x,0,0,0,         x,         x,         x,8,         x,         x,8,         x,         x,         x,         x,19,29,20,26,         x,12,         x,         x,0,20,208,         x,         x,18,         x,164,         x
2007,Kansas                                            ,Developmental delay                ,"1,388","2,118","2,002","5,508",74,104,473,708,"4,149","1,413","1,180",896,439,0,0,"3,928",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"3,928",58,54,401,476,"2,939","9,436"
2007,Kansas                                            ,All disabilities                   ,"2,255","3,461","3,892","9,608",121,151,737,"1,035","7,564","4,061","4,290","4,590","4,936","4,652","4,507","27,036","4,479","4,452","4,371","4,553","4,342","3,945","26,142","2,200",443,214,69,"2,926","56,104",981,677,"6,594","6,134","41,718","65,712"
2007,Kentucky                                          ,Mental retardation                 ,6,12,80,98,0,0,         x,         x,85,229,432,710,"1,316","1,439","1,609","5,735","1,518","1,616","1,650","1,799","1,714","1,610","9,907",965,291,141,16,"1,413","17,055",19,38,"2,530",184,"14,284","17,153"
2007,Kentucky                                          ,Hearing impairments                ,34,39,26,99,0,         x,7,         x,88,52,41,52,61,51,48,305,48,36,50,42,32,32,240,24,         x,         x,0,36,581,         x,         x,58,22,488,680
2007,Kentucky                                          ,Speech or language impairments     ,"2,141","3,718","4,691","10,550",12,64,698,198,"9,578","4,953","4,302","3,406","2,832","1,869","1,184","18,546",695,432,258,115,63,53,"1,616",19,         x,         x,0,24,"20,186",30,143,"1,765",419,"17,829","30,736"
